"","detected_language","forwarded_from","insect","ulez","climate_lockdown","fifteen_minutes","name","platform_id","category","platform","url","screenname","country","influencer","public","chat","notes","source","id1","raw_channel_info_id","channel","platform_id2","scraper","platform3","transformer","screenname4","name5","description","description_url","description_location","followers","following","verified","date_created","date_archived","date_transformed"
"815","en",7070,NA,1,NA,NA,"SomeBitchIKnow",1289043648,"","Telegram","https://t.me/s/somebitchiknow","somebitchiknow","","","true","false","","snowball_complete",32943,39618,7070,1289043648,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","somebitchiknow","SomeBitchIKnow","Chat: https://t.me/somebitchiknowchat

Gab:
https://gab.com/SomeBitchIKnow
Instagram:
https://www.instagram.com/somebitchiknow/
TikTok:
https://www.tiktok.com/@somebitchiknow
Site:
www.somebitchtoldme.com",NA,NA,29318,-1,"false","09/03/21 19:24","10/06/22 12:00","10/06/22 12:14"
"816","en",7096,1,NA,NA,NA,"Vivoterra | World",1236160282,"forwarded","Telegram","https://t.me/s/vivoterra_en","vivoterra_en","","","","","","TelegramTelethonTransformer 0.0.1",32967,39642,7096,1236160282,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","vivoterra_en","Vivoterra | World","vivoterra-world.com

- The treasure trove of knowledge -",NA,NA,58902,-1,"false","05/12/20 11:01","10/06/22 12:01","10/06/22 12:14"
"817","en",7101,NA,NA,5,NA,"Red Ice TV",1192193228,"forwarded","Telegram","https://t.me/s/redicetv","redicetv","","","","","","TelegramTelethonTransformer 0.0.1",32971,39646,7101,1192193228,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","redicetv","Red Ice TV","Independent ⨁ Alternative ⨁ Pro-European ⨁ The Future Is The Past
https://redice.tv
https://redicemembers.com
https://redice.eth.xyz
https://odysee.com/@redicetv
https://bitchute.com/redicetv
https://rumble.com/user/redicetv
https://campsite.bio/redicetv",NA,NA,16585,-1,"false","03/01/18 09:06","10/06/22 12:01","10/06/22 12:14"
"818","en",7114,1,NA,NA,NA,"John McAfee",1507337600,"","Telegram","https://t.me/s/JohnMcAfeeTruth","JohnMcAfeeTruth","","","true","false","","snowball_complete",91967,91972,7114,1507337600,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","JohnMcAfeeTruth","John McAfee","⚠️ Warning: Many users report that this account impersonates a famous person or organisation.",NA,NA,6144,-1,"false","23/07/21 08:45","15/09/22 21:19","17/09/22 08:00"
"819","en",7156,NA,3,NA,NA,"Bob joyce is elvis",1229643114,"forwarded","Telegram","https://t.me/s/bobiselvis","bobiselvis","","","","","","TelegramTelethonTransformer 0.0.1",33019,39694,7156,1229643114,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","bobiselvis","Bob joyce is elvis","Truth",NA,NA,62150,-1,"false","24/05/21 09:33","10/06/22 12:02","10/06/22 12:14"
"820","en",7192,NA,NA,1,NA,"Red Voice Media",1314534499,"forwarded","Telegram","https://t.me/s/redvoicemedia","redvoicemedia","","","","","","TelegramTelethonTransformer 0.0.1",33048,39723,7192,1314534499,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","redvoicemedia","Red Voice Media","Real Patriot News and Commentary",NA,NA,50973,-1,"false","20/01/21 01:27","10/06/22 12:02","10/06/22 12:14"
"821","en",7203,2,4,2,1,"John McAfee",1552214436,"forwarded","Telegram","https://t.me/s/johnmcafeechannel","johnmcafeechannel","","","","","","TelegramTelethonTransformer 0.0.1",33056,39731,7203,1552214436,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","johnmcafeechannel","John McAfee","THE HOUR IS UPON US... NOTHING CAN STOP WHAT IS COMING.",NA,NA,31317,-1,"false","29/07/21 23:38","10/06/22 12:02","10/06/22 12:14"
"822","en",7270,NA,1,NA,3,"Klair's Journaal",1367175036,"forwarded","Telegram","https://t.me/s/clairsnews1964","clairsnews1964","","","","","","TelegramTelethonTransformer 0.0.1",33109,39784,7270,1367175036,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","clairsnews1964","Klair's Journaal","Always the best news. The truth",NA,NA,2604,-1,"false","22/05/21 14:03","10/06/22 12:03","10/06/22 12:14"
"823","en",7298,1,2,NA,NA,"𝕀𝕟 𝕄𝕒𝕘𝕟𝕒 𝔼𝕩𝕔𝕚𝕥𝕒𝕥𝕚𝕠",1346350333,"forwarded","Telegram","https://t.me/s/inmagnaexcitatio","inmagnaexcitatio","","","","","","TelegramTelethonTransformer 0.0.1",33131,39806,7298,1346350333,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","inmagnaexcitatio","𝕀𝕟 𝕄𝕒𝕘𝕟𝕒 𝔼𝕩𝕔𝕚𝕥𝕒𝕥𝕚𝕠","admins:: 𝕾𝖈𝖆𝖑𝖕𝖘 & 𝓡𝓮𝓠𝓾𝓲𝓮𝓶
All the truth, links, memes & videos that You’ll need ~𝒊𝒏 𝒐𝒏𝒆 𝒑𝒍𝒂𝒄𝒆 𝒇𝒓𝒐𝒎 𝒂𝒍𝒍 𝒑𝒍𝒂𝒕𝒇𝒐𝒓𝒎𝒔. REPOSTS ARE NOT ENDORSEMENTS🐸🇺🇸",NA,NA,10253,-1,"false","15/01/21 07:40","10/06/22 12:04","10/06/22 12:14"
"824","en",7339,NA,8,2,NA,"Nate Max Human Alliance",1298632408,"forwarded","Telegram","https://t.me/s/NatemaxHumanAlliance","NatemaxHumanAlliance","","","","","","TelegramTelethonTransformer 0.0.1",33167,39842,7339,1298632408,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","NatemaxHumanAlliance","Nate Max Human Alliance","A room for staying connected, creating community, sovereign health,  sustainability, occult knowledge & Truth Media",NA,NA,9175,-1,"false","23/12/20 01:49","10/06/22 12:04","10/06/22 12:14"
"825","en",7402,1,4,3,2,"Plandemic",1389661054,"forwarded","Telegram","https://t.me/s/TheGreatResetEXPOSED","TheGreatResetEXPOSED","","","","","","TelegramTelethonTransformer 0.0.1",33211,39886,7402,1389661054,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","orwelliandystopia","Orwellian Dystopia","Former channel name: Plandemic
Follow our memes channel @memespsyops",NA,NA,1160,-1,"false","29/12/20 22:47","10/06/22 12:05","10/06/22 12:14"
"826","en",7425,6,NA,NA,NA,"Ugo Fuoco 🔥 Stop Dittatura",1436896127,"","Telegram","https://t.me/s/ugofuoco","ugofuoco","","","true","false","","snowball_complete",33232,39907,7425,1436896127,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","ugofuoco","Ugo Fuoco 🔥 Stop Dittatura","CAUSA CENSURA FACEBOOK HO APERTO QUESTO CANALE
Non potranno nascondere la verità 
Coesi la vinciamo noi🔥
Spam = Ban immediato
Propaganda Mainstream = Ban immediato
Propaganda Partiti = Ban immediato 
Propaganda V_V = Ban immediato
Offese = Ban immediato",NA,NA,37662,-1,"false","22/06/21 21:06","10/06/22 12:05","10/06/22 12:14"
"827","en",7453,10,7,3,14,"🌍 Real World News 🌏",1416140089,"forwarded","Telegram","https://t.me/s/RealWorldNewsChannel","RealWorldNewsChannel","","","","","","TelegramTelethonTransformer 0.0.1",33255,39930,7453,1416140089,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","RealWorldNewsChannel","Real World News","Health & Protection

Glutathione
Nitric Oxide
Quercetin
Quinine 

Vitamin B12
Vitamin C
Vitamin D3
Zinc",NA,NA,13990,-1,"false","11/07/20 15:25","10/06/22 12:06","10/06/22 12:14"
"828","en",7492,NA,1,NA,NA,"CONSCIOUS AWAKENING",1202548726,"forwarded","Telegram","https://t.me/s/consciousawakeningg","consciousawakeningg","","","","","","TelegramTelethonTransformer 0.0.1",33290,39965,7492,1202548726,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","consciousawakeningg","CONSCIOUS AWAKENING","Truth is stranger than fiction, question everything. 

Message @the_conscious_awakeningg for business enquiries.",NA,NA,47745,-1,"false","01/05/21 07:40","10/06/22 12:06","10/06/22 12:14"
"829","en",7560,NA,1,NA,NA,"GOOD CITIZEN INFO",1342513755,"forwarded","Telegram","https://t.me/s/coronavirusrealinfo","coronavirusrealinfo","","","","","","TelegramTelethonTransformer 0.0.1",33344,40019,7560,1342513755,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","coronavirusrealinfo","GOOD CITIZEN INFO","Guccifer archive",NA,NA,1777,-1,"false","30/03/21 18:41","10/06/22 12:07","10/06/22 12:14"
"830","en",7605,NA,NA,NA,1,"Guide to Kulchur",1248811129,"forwarded","Telegram","https://t.me/s/guidetokulchur","guidetokulchur","","","","","","TelegramTelethonTransformer 0.0.1",33383,40058,7605,1248811129,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","guidetokulchur","Guide to Kulchur","Website: GuidingTheStorm.com

Podcast:
guidingthestorm.com/members

Support: guidingthestorm.com/donate

Links: https://bio.link/guidetokulchur",NA,NA,6126,-1,"false","23/04/20 09:03","10/06/22 12:08","10/06/22 12:14"
"831","en",7648,NA,1,NA,10,"Voice Of Wales Official",1467702947,"forwarded","Telegram","https://t.me/s/VoiceOfWales","VoiceOfWales","","","","","","TelegramTelethonTransformer 0.0.1",33416,40091,7648,1467702947,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","VoiceOfWales","Voice Of Wales Official","All latest news and updates from Voice Of Wales.",NA,NA,3206,-1,"false","10/12/20 00:45","10/06/22 12:08","10/06/22 12:14"
"832","en",7726,7,40,6,68,"Wide Awake Media",1476381993,"forwarded","Telegram","https://t.me/s/wideawakemedia","wideawakemedia","","","","","","TelegramTelethonTransformer 0.0.1",33481,40156,7726,1476381993,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","wideawakemedia","Wide Awake Media","Attempting to awaken humanity through the medium of filmmaking.

If you appreciate my content, please help me make more by supporting me here: 

https://buymeacoffee.com/WideAwakeMedia

Or get yourself a t-shirt/hoodie here:

https://wideawake.clothing",NA,NA,13293,-1,"false","12/08/21 17:11","10/06/22 12:09","10/06/22 12:14"
"833","en",7738,18,9,NA,4,"The Awakened Species ☀️",1387912140,"","Telegram","https://t.me/s/awakenedspecies","awakenedspecies","","","true","false","","snowball_complete",33490,40165,7738,1387912140,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","awakenedspecies","The Awakened Species ☀️","📍Place for various topics of a modern man. 

🕵️‍♂️We are searching for the truth about hidden technologies, ancient knowledge, mysteries and curiosities you may not have heard. 

 👇 Support our work on Patreon   
https://www.patreon.com/awakenedspecies",NA,NA,140346,-1,"false","07/04/21 22:37","10/06/22 12:10","10/06/22 12:14"
"834","en",7775,NA,1,6,NA,"AGENDA 21⛔️Channel",1277477770,"","Telegram","https://t.me/s/kvsnwo","kvsnwo","","","true","false","","snowball_complete",33519,40194,7775,1277477770,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","kvsnwo","AGENDA 21⛔️Channel","Love each other or perish ⚠️",NA,NA,27686,-1,"false","16/08/21 19:17","10/06/22 12:10","10/06/22 12:14"
"835","en",7867,NA,10,NA,NA,"The Crowhouse",1208912534,"forwarded","Telegram","https://t.me/s/thecrowhouseoffical","thecrowhouseoffical","","","","","","TelegramTelethonTransformer 0.0.1",33594,40269,7867,1208912534,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","thecrowhouseoffical","The Crowhouse","Official Posts and updates from Max Igan

The Crowhouse Discussion Group 
https://t.me/TheCrowhousechat",NA,NA,40832,-1,"false","20/04/21 14:20","10/06/22 12:12","10/06/22 12:14"
"836","en",7906,NA,1,NA,NA,"XYZ News",1300351181,"forwarded","Telegram","https://t.me/s/thexyztelegram","thexyztelegram","","","","","","TelegramTelethonTransformer 0.0.1",33624,40299,7906,1300351181,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","thexyztelegram","XYZ News","Australian News, politics and analysis. Whatever the mainstream media don't want you to know. https://xyz.net.au/",NA,NA,5489,-1,"false","25/10/19 06:30","10/06/22 12:12","10/06/22 12:14"
"837","en",7910,NA,1,NA,NA,"StreetMD",1161027445,"forwarded","Telegram","https://t.me/s/StreetMD","StreetMD","","","","","","TelegramTelethonTransformer 0.0.1",33627,40302,7910,1161027445,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","StreetMD","StreetMD","Wisdom from a Street Perspective",NA,NA,23036,-1,"false","20/08/20 03:06","10/06/22 12:12","10/06/22 12:14"
"838","en",8012,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","en",8057,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","en",8084,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","en",8188,4,NA,NA,NA,"QAnon Warriors",1509344730,"","Telegram","https://t.me/s/QAnonWarriors","QAnonWarriors","","","true","false","","snowball_complete",406195,406235,8188,1509344730,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.4","QAnonWarriors","QAnon Warriors ARE NOT","⚠️ Warning: Many users report that this account impersonates a famous person or organisation.",NA,NA,41828,-1,"false","04/09/21 15:44","09/06/23 21:47","10/06/23 08:01"
"842","en",8209,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","en",8215,NA,4,4,NA,"Princess Diana 👒",1188775189,"conspiracy","Telegram","https://t.me/s/PrincessDiana_Q","PrincessDiana_Q","[u'US']","","true","false","","researcher",21042,26140,8215,1188775189,"TelegramTelethonScraper 0.0.2","Telegram","TelegramTelethonTransformer 0.0.2","PrincessDiana_Q","Princess Diana 👒","Princess Diana's channel of lovers and loyal fans",NA,NA,74233,-1,"false","30/03/21 10:34","31/05/22 01:32","08/06/22 08:15"
"844","en",8246,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","en",8270,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","en",8287,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","en",8328,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","en",8464,2,NA,NA,NA,"La Quinta Columna International",1507267346,"","Telegram","https://t.me/s/laquintacolumnainternational","laquintacolumnainternational","","","true","false","","snowball_complete",94942,94947,8464,1507267346,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","laquintacolumnainternational","La Quinta Columna International","Channel with important information translated to various languages from La Quinta Columna 🇺🇸🇬🇧🇩🇪🇳🇱🇧🇷

This channel is official and belongs to La Quinta Columna (https://t.me/laquintacolumna)

t.me/laquintacolumnainternational",NA,NA,17457,-1,"false","02/09/21 16:07","17/09/22 21:03","20/09/22 08:00"
"849","en",8578,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","en",8579,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","en",8603,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","en",8622,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","en",8710,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","en",8712,NA,NA,NA,2,"🇦🇺#AussieCossack",1403720833,"","Telegram","https://t.me/s/AussieCossack","AussieCossack","","","true","false","","snowball_complete",168009,168014,8712,1403720833,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","AussieCossack","🇦🇺#AussieCossack","Sydney media personality Simeon Boikov takes to the air offering his perspective on local and international affairs.
Support the Aussie Cossack's fight:
https://gogetfunding.com/aussie-cossack-legal-fees",NA,NA,53871,-1,"false","07/08/21 13:43","25/10/22 21:54","26/10/22 08:00"
"855","en",8765,NA,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","en",8767,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","en",8840,1,NA,NA,NA,"BeforeitsNews",1396307876,"","Telegram","https://t.me/s/BeforeitsNews","BeforeitsNews","","","true","false","","snowball_complete",95127,95132,8840,1396307876,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","BeforeitsNews","BeforeitsNews","BeforeitsNews.com is completely uncensored news submitted by patriots around the world!  Turn off the Fake News, Join the Truth Revolution and let's change the planet!  Tell all your friends about us!  YOU are the Resistance!",NA,NA,36594,-1,"false","21/08/19 21:28","17/09/22 21:07","20/09/22 08:00"
"858","en",8919,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","en",8925,NA,14,3,4,"Australiaforfreedom",1489475467,"forwarded","Telegram","https://t.me/s/australiaforfreedom","australiaforfreedom","","","","","","TelegramTelethonTransformer 0.0.1",27774,34449,8925,1489475467,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","australiaforfreedom","Australiaforfreedom","",NA,NA,25516,-1,"false","17/06/21 12:39","10/06/22 10:24","10/06/22 12:14"
"860","en",8945,NA,NA,3,NA,"Joel Jammal (OFFICIAL PAGE) 🇦🇺",1281358063,"forwarded","Telegram","https://t.me/s/realjoeljammal","realjoeljammal","","","","","","TelegramTelethonTransformer 0.0.1",27790,34465,8945,1281358063,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","realjoeljammal","Joel Jammal OFFICIAL PAGE - NO Investment advice 🇦🇺","Joel Jammal is a journalist & conservative commentator.

He's a proud Christian Australian of Syrian/Lebanese origins seeking respectful dialogue and intellectual honesty 🇦🇺",NA,NA,41413,-1,"false","15/06/21 12:06","10/06/22 10:24","10/06/22 12:14"
"861","en",8959,2,NA,NA,NA,"TRUTH PILL 💊",1583248917,"forwarded","Telegram","https://t.me/s/covfacts","covfacts","","","","","","TelegramTelethonTransformer 0.0.1",27801,34476,8959,1583248917,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","healthpills","Health is Wealth","Health is the balance of body, mind & soul.
Sharing posts to motivate people of importance of health.
-Home remedy 🥗
-Herbs 🌿
-Videos 📹
-Science 🌍
-Quotes 🔰
-Spirituality 🕉
-Covid-19 💉",NA,NA,2227,-1,"false","08/08/21 12:48","10/06/22 10:25","10/06/22 12:14"
"862","en",8960,2,2,NA,NA,"Keanu Reeves",1563895513,"","Telegram","https://t.me/s/keanureeveschannel","keanureeveschannel","","","true","false","","snowball_complete",27802,34477,8960,1563895513,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","keanureeveschannel","Keanu Reeves","It is incredibly empowering to know that your future is in your hands. 
W
W
G
1
W
G
A
This is a fan channel and is not associated with or managed by Keanu Reeves.",NA,NA,33649,-1,"false","27/09/21 00:02","10/06/22 10:25","10/06/22 12:14"
"863","en",8990,NA,NA,1,1,"Louise McKenna",1365714763,"","Telegram","https://t.me/s/louisemckenna","louisemckenna","","","true","false","","snowball_complete",27826,34501,8990,1365714763,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","louisemckenna","louise : of the mckenna family clan","Earth Warrior mama bear 💙 
Detox Specialist 🙏
Herbalist 🌱🌿
Plant Based Alkaline Living 🍇🍒🍉
Fungi Enthusiast 🍄
Artist 🎨
Musician 🎶",NA,NA,3660,-1,"false","01/02/21 10:11","10/06/22 10:25","10/06/22 12:14"
"864","en",8995,NA,6,NA,NA,"Unvaccinated 📢🚫💉🚫",1569283173,"forwarded","Telegram","https://t.me/s/Unvaxcinated","Unvaxcinated","","","","","","TelegramTelethonTransformer 0.0.1",27828,34503,8995,1569283173,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","Unvaxcinated","Unvaccinated 📢🚫💉🚫","For all of those who refuse to be JABBED 💉",NA,NA,10040,-1,"false","17/09/21 22:59","10/06/22 10:25","10/06/22 12:14"
"865","en",9000,1,NA,NA,NA,"YumNaturals Emporium Amandha Vollmer",1246481727,"forwarded","Telegram","https://t.me/s/amandhavollmer","amandhavollmer","","","","","","TelegramTelethonTransformer 0.0.1",27832,34507,9000,1246481727,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","amandhavollmer","YumNaturals Emporium Amandha Vollmer","ADVs Official Channel
https://yumnaturals.store https://yummy.doctor
https://healingwithDMSO.com
https://DMSO.store",NA,NA,16616,-1,"false","01/09/20 11:22","10/06/22 10:25","10/06/22 12:14"
"866","en",9053,NA,NA,2,NA,"COUNTERSPIN MEDIA",1291390698,"forwarded","Telegram","https://t.me/s/counterspin","counterspin","","","","","","TelegramTelethonTransformer 0.0.1",27872,34547,9053,1291390698,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","counterspin","COUNTERSPIN MEDIA","New Zealand's Media Revolution!",NA,NA,18437,-1,"false","18/04/21 12:32","10/06/22 10:26","10/06/22 12:14"
"867","en",9176,NA,1,NA,NA,"Maintenant tu sais",1152561820,"forwarded","Telegram","https://t.me/s/leurplan","leurplan","","","","","","TelegramTelethonTransformer 0.0.1",27967,34642,9176,1152561820,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","leurplan","Maintenant tu sais","",NA,NA,5135,-1,"false","29/09/21 19:42","10/06/22 10:27","10/06/22 12:14"
"868","en",9199,NA,5,NA,NA,"Aulterra anti 5G&Wifi devices",1571176398,"forwarded","Telegram","https://t.me/s/aulterraanti5G","aulterraanti5G","","","","","","TelegramTelethonTransformer 0.0.1",27982,34657,9199,1571176398,"TelegramTelethonScraper 0.0.3","Telegram","TelegramTelethonTransformer 0.0.2","aulterraanti5G","Aulterra anti 5G&Wifi devices","The best defense is a healthy lifestyle and to live in a clean area even with all the products available.
Link to the products website: https://dq271.isrefer.com/go/HOUSEUSB/AUL651/",NA,NA,2205,-1,"false","12/08/21 16:40","10/06/22 10:28","10/06/22 12:14"
"869","en",9215,2,7,NA,NA,"AustraliaOneParty_Official",1241078461,"","Telegram","https://t.me/s/australiaoneparty_official","australiaoneparty_official","","","true","false","","snowball_complete",93226,93231,9215,1241078461,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","australiaoneparty_official","AustraliaOneParty_Official","The OFFICIAL Telegram channel of AustraliaOne Party 🇦🇺🥇

🔹️ It is no longer about 'left' or 'right'
🔹️ It's about what is 'RIGHT' & 'WRONG'!
🔹️ AustraliaOne 🇦🇺 the 'Peoples Party'
🔹️ Believing in a 'bottom up' system of leadership.",NA,NA,44333,-1,"false","08/08/21 11:34","16/09/22 21:07","17/09/22 08:00"
"870","en",9271,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","en",9342,NA,1,NA,NA,"Aussie_News",1565832507,"","Telegram","https://t.me/s/Aussie_News","Aussie_News","","","true","false","","snowball_complete",223425,223485,9342,1565832507,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","Aussie_News","Aussie_News [ Mitch ]","The original Aussie_News (& World News)
A 'no fluff' / no-nonsense NEWS channel + chat",NA,NA,9168,-1,"false","04/08/21 23:27","25/11/22 21:04","26/11/22 08:00"
"872","en",9400,NA,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","en",9402,14,NA,NA,NA,"Grasshopper Official Channel",1583593485,"","Telegram","https://t.me/s/GrasshopperChannel","GrasshopperChannel","","","true","false","","snowball_complete",92831,92836,9402,1583593485,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","GrasshopperChannel","Grasshopper Official Channel","Find me on other platforms here: https://linktr.ee/Grasshopper_TAFKAG",NA,NA,27404,-1,"false","09/10/21 10:19","16/09/22 21:00","17/09/22 08:00"
"874","en",9448,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","en",9576,9,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","en",9606,NA,2,2,1,"Main Beach Media",1215599389,"","Telegram","https://t.me/s/MainBeachMedia","MainBeachMedia","","","true","false","","snowball_complete",312656,312707,9606,1215599389,"TelegramTelethonScraper 0.0.4","Telegram","TelegramTelethonTransformer 0.0.3","MainBeachMedia","Main Beach Media","Media Production & Data Relay:

Facts, Comedy, No Feelings,

Have a Good  Day 😎",NA,NA,1679,-1,"false","31/01/21 13:23","26/01/23 21:01","27/01/23 08:00"
"877","en",9645,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","en",9666,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
