"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"1112","snelwegen","etc",1,NA,1,NA,NA
"1113","etc","volledig",1,NA,1,NA,NA
"1114","https://www.bnr.nl/nieuws/binnenland/10508992/sluit-overdag-vaker-spoorwegen-en-snelwegen-volledig-even","Onderzoeksjournalist",1,NA,1,NA,NA
"1115","stellen","psychopaten",1,NA,1,NA,NA
"1116","mogelijk","oorzaak",1,NA,1,NA,NA
"1117","gedegen","onderzoek",1,NA,1,NA,NA
"1118","fijn","stof",1,NA,1,NA,NA
"1119","goed","excuus",1,NA,1,NA,NA
"1120","groot","goed",1,NA,1,NA,NA
"1121","soort","acceptatie",1,NA,1,NA,NA
"1122","zogenaamd","pandemie",1,NA,1,NA,NA
"1123","overgroot","meerderheid",1,NA,1,NA,NA
"1124","dak","vol",1,NA,1,NA,NA
"1125","groot","onzin",1,NA,1,NA,NA
"1126","mens","rijp",1,NA,1,NA,NA
"1127","rap","tempo",1,NA,1,NA,NA
"1128","hoog","energiekost",1,NA,1,NA,NA
"1129","ander","één",1,NA,1,NA,NA
"1130","één","levensbehoeft",1,NA,1,NA,NA
"1131","brood","10€",1,NA,1,NA,NA
"1132","gerechtelijk","apparaat",1,NA,1,NA,NA
"1133","compleet","overheid",1,NA,1,NA,NA
"1134","slecht","accepteren",1,NA,1,NA,NA
"1135","accepteren","dans",1,NA,1,NA,NA
"1136","heel","snel",1,NA,1,NA,NA
"1137","minuut","vrijheid",1,NA,1,1,NA
"1138","ander","zone",1,NA,1,1,NA
"1139","elektronisch","poor",1,NA,1,1,NA
"1140","goedgekeren","plan",1,NA,1,NA,NA
"1141","nationaal","democratie",1,NA,1,NA,NA
"1142","meerdere","maal",1,NA,1,NA,NA
"1143","heel","parlement",1,NA,1,NA,NA
"1144","zo’n","mondluier",1,NA,1,NA,NA
"1145","fatsoenlijk","ademen",1,NA,1,NA,NA
"1146","slaat.’","‘Lockdown",1,NA,1,NA,NA
"1147","bek","houden’",1,NA,1,NA,NA
"1148","eigen","‘1984’",1,NA,1,NA,NA
"1149","esoterisch","verhaal",1,NA,1,NA,NA
"1150","verhaal","nodig",1,NA,1,NA,NA
"1151","gewoon","basaal",1,NA,1,NA,NA
"1152","basaal","menselijk",1,NA,1,NA,NA
"1153","menselijk","slechtheid",1,NA,1,NA,NA
"1154","‘Nederlands","leugenmedia",1,NA,1,NA,NA
"1155","eigen","neomarxistisch",1,NA,1,NA,NA
"1156","neomarxistisch","feiten’",1,NA,1,NA,NA
"1157","permanente","klimaat-virus",1,NA,1,NA,NA
"1158","klimaat-virus","dictatuur",1,NA,1,NA,NA
"1159","actueel","tekst",1,NA,1,NA,NA
"1160","groot","vriend",1,NA,1,NA,NA
"1161","leuk","aflevering",1,NA,1,NA,NA
"1162","goed","aflevering",1,NA,1,NA,NA
"1163","knettergek","VK",1,NA,1,NA,NA
"1164","feit","https://niburu.co/het-complot/18067-eerste-hunger-games-stad-een-feit",1,NA,1,NA,NA
"1165","lockdowns","coming",1,NA,1,NA,NA
"1166","Betaalbaar","auto’",1,NA,1,NA,NA
"1167","assortiment","https://niburu.co/het-complot/18066-betaalbare-auto-s-verdwijnen-uit-het-assortiment",1,NA,1,NA,NA
"1168","postorderbedrijf","https://www.telegraaf.nl/financieel/734308616/bkr-wil-hypotheken-registreren-en-gegevens-delen-met-belwinkels-en-postorderbedrijven",1,NA,1,NA,NA
"1169","stap","financieel",1,NA,1,NA,NA
"1170","“‘Alle","lidstaat",1,NA,1,NA,NA
"1171","#landverraad","#coupen",1,NA,1,NA,NA
"1172","#coupen","#staatsgreep",1,NA,1,NA,NA
"1173","https://twitter.com/dutchtiles/status/1600475022128128000","WEF",1,NA,1,NA,NA
"1174","WEF","programma",1,NA,1,NA,NA
"1175","bekend","https://niburu.co/het-complot/18073-wef-programma-voor-2023-beken",1,NA,1,NA,NA
"1176","penibel","situatie",1,NA,1,NA,NA
"1177","https://t.me/ditishetnieuws","](https://t.me/ditishetnieuws",1,NA,1,NA,NA
"1178","marketing","stunt",1,NA,1,NA,NA
"1179","kop","klimaan",1,NA,1,NA,NA
"1180","klimaat","ernstig",1,NA,1,NA,NA
"1181","eventueel","klimaat-lockdown",1,NA,1,NA,NA
"1182","…🤪","gewoon",1,NA,1,NA,NA
"1183","gewoon","zoethouder",1,NA,1,NA,NA
"1184","🤮","eerste",1,NA,1,NA,NA
"1185","https://twitter.com/thierrybaudet/status/1583907582154264577?ref_src=twsrc%5etfw%7ctwcamp%5etweetembed%7ctwterm%5e1583907582154264577%7ctwgr%5e946b2e5e7733e108a800752beac054ff43664602%7ctwcon%5es1_c10&ref_url=https%3a%2f%2fwww.ninefornews.nl%2feerste-klimaatlockdown-van-kracht-in-italie-mensen-zie-het-nou%2f","eerste",1,NA,1,NA,NA
"1186","ander","groep",1,NA,1,NA,NA
"1187","Oprecht","mens",1,NA,1,NA,NA
"1188","nieuw","wet",1,NA,1,NA,NA
"1189","eventueel","boete",1,NA,1,NA,NA
"1190","🤡","https://t.me/ScarletFranciniItaly/",1,NA,1,NA,NA
"1191","https://t.me/ScarletFranciniItaly/","eerste",1,NA,1,NA,NA
"1192","eerste","#klimaatlockdown",1,NA,1,NA,NA
"1193","Share","thissen",1,NA,1,NA,NA
"1194","power","grab",1,NA,1,NA,NA
"1195","‘Eer","klimaatlockdown",1,NA,1,NA,NA
"1196","𝐓𝐡𝐢𝐞𝐫𝐫𝐲","𝐁𝐚𝐮𝐝𝐞𝐭",1,NA,1,NA,NA
"1197","vaccinschaad","bekentenis",1,NA,1,NA,NA
"1198","inner","circle",1,NA,1,NA,NA
"1199","permanent","klimaatlockdown",1,NA,1,NA,NA
"1200","agressief","actie",1,NA,1,NA,NA
"1201","nieuws","nodig",1,NA,1,NA,NA
"1202","klimaatvergrendeling","gepland",1,NA,1,NA,NA
"1203","werelds","groot",1,NA,1,NA,NA
"1204","tussentijds","republikeins",1,NA,1,NA,NA
"1205","republikeins","verkiezing",1,NA,1,NA,NA
"1206","midterm","waarschijnlijk",1,NA,1,NA,NA
"1207","ze","plannen",1,NA,1,NA,NA
"1208","opsporing","pedofilie",1,NA,1,NA,NA
"1209","pedo","handboek",1,NA,1,NA,NA
"1210","verzoeken","vol",1,NA,1,NA,NA
"1211","wanhopig","boeren",1,NA,1,NA,NA
"1212","zelfmoord","plegen",1,NA,1,NA,NA
"1213","restaurant","openen",1,NA,1,NA,NA
"1214","ander","dicht",1,NA,1,NA,NA
"1215","twee","kamer",1,NA,1,NA,NA
"1216","angst","aanpraten",1,NA,1,NA,NA
"1217","bedrijf","failliet",1,NA,1,NA,NA
"1218","“ou","leven",1,NA,1,NA,NA
"1219","meter","samenleving",1,NA,1,NA,NA
"1220","direct","beschikbaar",1,NA,1,NA,NA
"1221","beschikbaar","medicijn",1,NA,1,NA,NA
"1222","groot","held",1,NA,1,NA,NA
"1223","zuidelijk","bank",1,NA,1,NA,NA
"1224","onzichtbaar","derivaat",1,NA,1,NA,NA
"1225","democratisch","recht",1,NA,1,NA,NA
"1226","journalistiek","pers",1,NA,1,NA,NA
"1227","wet","Openbaarheid",1,NA,1,NA,NA
"1228","gevaarlijk","medisch",1,NA,1,NA,NA
"1229","medisch","behandeling",1,NA,1,NA,NA
"1230","burger","valselijk",1,NA,1,NA,NA
"1231","sociaal","contact",1,NA,1,NA,NA
"1232","ander","gezondheid",1,NA,1,NA,NA
"1233","miljoenen","Nederlands",1,NA,1,NA,NA
"1234","Massa-ontslag","kapot",1,NA,1,NA,NA
"1235","algeheel","schade/armoedeval",1,NA,1,NA,NA
"1236","vol","sterkte",1,NA,1,NA,NA
"1237","tracking","apps",1,NA,1,NA,NA
"1238","medisch","drama",1,NA,1,NA,NA
"1239","5G","crowen",1,NA,1,NA,NA
"1240","crowen","control",1,NA,1,NA,NA
"1241","gezondheidsdossier","opvraagbaar",1,NA,1,NA,NA
"1242","slecht","acteur",1,NA,1,NA,NA
"1243","levenservaring","duidelijk",1,NA,1,NA,NA
"1244","duidelijk","zichtbaar",1,NA,1,NA,NA
"1245","weath","engenering",1,NA,1,NA,NA
"1246","draconisch","vrijheids",1,NA,1,NA,NA
"1247","lief","vriend",1,NA,1,NA,NA
"1248","circus","🤡",1,NA,1,NA,NA
"1249","plotseling","sterfgeval",1,NA,1,NA,NA
"1250","jaar","stilstand",1,NA,1,NA,NA
"1251","onvoorstelbaar","kracht",1,NA,1,NA,NA
"1252","halfjaar","waarheid🤪",1,NA,1,NA,NA
"1253","toevallig","joh",1,NA,1,NA,NA
"1254","nieuw","vaccinatiecampagne",1,NA,1,NA,NA
"1255","droogte.🤡","verschillen",1,NA,1,NA,NA
"1256","verschillen","regionaal",1,NA,1,NA,NA
"1257","regionaal","gouverneur",1,NA,1,NA,NA
"1258","nieuw","decreet",1,NA,1,NA,NA
"1259","gaan","gewoon",1,NA,1,NA,NA
"1260","Walgelijk","gewoon",1,NA,1,NA,NA
"1261","paspoort/klimaat","lockdown",1,NA,1,NA,NA
"1262","belangrijk","beslissing",1,NA,1,NA,NA
"1263","administratie","‼️",1,NA,1,NA,NA
"1264","ander","administratie",1,NA,1,NA,NA
"1265","wereldwijde","klimaatlockdown",1,NA,1,NA,NA
"1266","klimaatlockdown",".⚠️⚠️",1,NA,1,NA,NA
"1267","🗣️","CO2-belasting",1,NA,1,NA,NA
"1268","wereldwijd","klimaat",1,NA,1,NA,NA
"1269","wereldwijde","klimaat",1,NA,1,NA,NA
"1270","wereldwijde","klimaatvergrendeling",1,NA,1,NA,NA
"1271","echt","probleem",1,NA,1,NA,NA
"1272","maximaal","uitstoot/verbruik",1,NA,1,NA,NA
"1273","financiëel","transactie",1,NA,1,NA,NA
"1274","hét","begin",1,NA,1,NA,NA
"1275","Oekraïne","oorlog",1,NA,1,NA,NA
"1276","autoritair","systeem",1,NA,1,NA,NA
"1277","graad","koud",1,NA,1,NA,NA
"1278","koud","https://www.rtlnieuws.nl/nieuws/politiek/artikel/5299162/temperatuur-200-rijkskantoren-naar-19-graden-om-te-bespaar",1,NA,1,NA,NA
"1279","groot","bevolkingsrestrictie",1,NA,1,NA,NA
"1280","beetje","leven",1,NA,1,NA,NA
"1281","Fucker","!🤪",1,NA,1,NA,NA
"1282","spiritueel","prep",1,NA,1,NA,NA
"1283","Quarantaine","vangenissen",1,NA,1,NA,NA
"1284","nieuw","biowar",1,NA,1,NA,NA
"1285","groot","bedreiging",1,NA,1,NA,NA
"1286","geconfronteerd”","Tedros",1,NA,1,NA,NA
"1287","nieuw","IPCC-rapport",1,NA,1,NA,NA
"1288","graad","heter",1,NA,1,NA,NA
"1289","veilig","toekomst",1,NA,1,NA,NA
"1290","torenhoog","energierekening",1,NA,1,NA,NA
"1291","klimaatlockdown","bespreekbaar",1,NA,1,NA,NA
"1292","absurd","plan",1,NA,1,NA,NA
"1293","absurd","plan.",1,NA,1,NA,NA
"1294","plan.","t.me/derdekamer",1,NA,1,NA,NA
"1295","nieuw","schuldige",1,NA,1,NA,NA
"1296","sterk","basis",1,NA,1,NA,NA
"1297","gangbaar","narratief",1,NA,1,NA,NA
"1298","ongecensureerd","documentaire",1,NA,1,NA,NA
"1299","jaar","⁉️",1,NA,1,NA,NA
"1300","mooi","stuk",1,NA,1,NA,NA
"1301","onbegrijpelijk","tweedeling",1,NA,1,NA,NA
"1302","corona","vaak",1,NA,1,NA,NA
"1303","open","tuberculose",1,NA,1,NA,NA
"1304","tuberculose","overal",1,NA,1,NA,NA
"1305","heel","raar",1,NA,1,NA,NA
"1306","raar","vorm",1,NA,1,NA,NA
"1307","medisch","apartheid.”",1,NA,1,NA,NA
"1308","klinisch","ethicus",1,NA,1,NA,NA
"1309","’geboren","optimist’",1,NA,1,NA,NA
"1310","’","klus",1,NA,1,NA,NA
"1311","klus","feitelijk",1,NA,1,NA,NA
"1312","jong","mens",1,NA,1,NA,NA
"1313","niet-gevaccineerd","echt",1,NA,1,NA,NA
"1314","grondwettelijk","recht",1,NA,1,NA,NA
"1315","hard","aanpak",1,NA,1,NA,NA
"1316","sinist","poging",1,NA,1,NA,NA
"1317","eigen","bevolking",1,NA,1,NA,NA
"1318","toekomstig","klimaat-lockdown",1,NA,1,NA,NA
"1319","plotseling","aandacht",1,NA,1,NA,NA
"1320","farmaceutisch","industrie",1,NA,1,NA,NA
"1321","vier","prik",1,NA,1,NA,NA
"1322","griepen","seizoen",1,NA,1,NA,NA
"1323","nieuw","variant",1,NA,1,NA,NA
"1324","normaal","zaak",1,NA,1,NA,NA
"1325","zorg","precies",1,NA,1,NA,NA
"1326","marketing","strategie",1,NA,1,NA,NA
"1327","heel","rijk",1,NA,1,NA,NA
"1328","klimaat","ideologie",1,NA,1,NA,NA
"1329","bijbehorenen","belastingen",1,NA,1,NA,NA
"1330","belastingen","klimaat",1,NA,1,NA,NA
"1331","oud","cultuur",1,NA,1,NA,NA
"1332","cren","blanch",1,NA,1,NA,NA
"1333","direct","gevolg",1,NA,1,NA,NA
"1334","nanofijnstof","uitstoot",1,NA,1,NA,NA
"1335","heel","depopulatie",1,NA,1,NA,NA
"1336","nanofijnstof","atmosfeer",1,NA,1,NA,NA
"1337","paralleel","samenleving",1,NA,1,NA,NA
"1338","interessant","artikel",1,NA,1,NA,NA
"1339","Klimaan","lockdowns”",1,NA,1,NA,NA
"1340","vrij","duidelijk",1,NA,1,NA,NA
"1341","particulier","voertuig",1,NA,1,NA,NA
"1342","rood","vlees",1,NA,1,NA,NA
"1343","vlees","verbieden",1,NA,1,NA,NA
"1344","Bron:https://dissident.one/2021/06/11/komt-er-een-klimaat-lockdown-aan/","Opmaat",1,NA,1,NA,NA
"1345","links-groen","regeringsmeerderheid",1,NA,1,NA,NA
"1346","federaal","regering",1,NA,1,NA,NA
"1347","realistisch","optie",1,NA,1,NA,NA
"1348","negatief","coronatest",1,NA,1,NA,NA
"1349","Amerikaans","overheid",1,NA,1,NA,NA
"1350","miljoen","dose",1,NA,1,NA,NA
"1351","vaccinatiepaspoorten","gevaarlijk",1,NA,1,NA,NA
"1352","bedreigen","zonneweide",1,NA,1,NA,NA
"1353","energetisch","zwaartepunt",1,NA,1,NA,NA
"1354","sommig","onschuldig",1,NA,1,NA,NA
"1355","RIVM","model",1,NA,1,NA,NA
"1356","medisch","tirannie",1,NA,1,NA,NA
"1357","sensitief","mens",1,NA,1,NA,NA
"1358","niet-sensitief","gezin",1,NA,1,NA,NA
"1359","één","groep",1,NA,1,NA,NA
"1360","groep","demonstrant",1,NA,1,NA,NA
"1361","groot","speler",1,NA,1,NA,NA
"1362","gelijk","Europees",1,NA,1,NA,NA
"1363","mens","massalen",1,NA,1,NA,NA
"1364","massalen","vaccineren",1,NA,1,NA,NA
"1365","wereld","gespannen",1,NA,1,NA,NA
"1366","krachtig","zonnestorm",1,NA,1,NA,NA
"1367","lui","oog",1,NA,1,NA,NA
"1368","katholiek","kerk",1,NA,1,NA,NA
"1369","misbruik","zorginstelling",1,NA,1,NA,NA
"1370","echt","verschrikking",1,NA,1,NA,NA
"1371","laat","hersenschade",1,NA,1,NA,NA
"1372","eigen","ecosysteem",1,NA,1,NA,NA
"1373","jeugdzorg","deel",1,NA,1,NA,NA
"1374","tanks","lachgas",1,NA,1,NA,NA
"1375","rood","biet",1,NA,1,NA,NA
"1376","sociaal","rol",1,NA,1,NA,NA
"1377","biologisch","moeder",1,NA,1,NA,NA
"1378","nieuw","communistisch",1,NA,1,NA,NA
"1379","communistisch","tijdperk",1,NA,1,NA,NA
"1380","vreedzam","demonstratie",1,NA,1,NA,NA
"1381","forensisch","psychiatrisch",1,NA,1,NA,NA
"1382","psychiatrisch","patiënt",1,NA,1,NA,NA
"1383","biologisch","klok",1,NA,1,NA,NA
"1384","ander","chemicalie",1,NA,1,NA,NA
"1385","klein","penis",1,NA,1,NA,NA
"1386","duur","medicijn",1,NA,1,NA,NA
"1387","niet-essentieel","verkeer",1,NA,1,NA,NA
"1388","nationaal","hoofdstedelijk",1,NA,1,NA,NA
"1389","hoofdstedelijk","regio",1,NA,1,NA,NA
"1390","tientallen","miljoenen",1,NA,1,NA,NA
"1391","miljoenen","mens",1,NA,1,NA,NA
"1392","naburig","state",1,NA,1,NA,NA
"1393","waarschijnlijk","snel",1,NA,1,NA,NA
"1394","ander","winkelier",1,NA,1,NA,NA
"1395","hoog","energie",1,NA,1,NA,NA
"1396","energie","prijzen",1,NA,1,NA,NA
"1397","klimaatlockdowns","incoming",1,NA,1,NA,NA
"1398","wappie","idee",1,NA,1,NA,NA
"1399","paar","comment",1,NA,1,NA,NA
"1400","comment","laat",1,NA,1,NA,NA
"1401","echt","macht",1,NA,1,NA,NA
"1402","mondkap","plicht",1,NA,1,NA,NA
"1403","gifprik","compleet",1,NA,1,NA,NA
"1404","‘nutteloze’","eter",1,NA,1,NA,NA
"1405","zelfdenkend","mens",1,NA,1,NA,NA
"1406","compleet","kapot",1,NA,1,NA,NA
"1407","nieuw","geldstelsel",1,NA,1,NA,NA
"1408","mogelijk","positief",1,NA,1,NA,NA
"1409","positief","energie",1,NA,1,NA,NA
"1410","zwaar","tijd",1,NA,1,NA,NA
"1411","tijd","gemakkelijk",1,NA,1,NA,NA
"1412","negatief","energie",1,NA,1,NA,NA
"1413","straal","positiviteit",1,NA,1,NA,NA
"1414","kast","oid",1,NA,1,NA,NA
"1415","oid","kopen",1,NA,1,NA,NA
"1416","goed","dingen",1,NA,1,NA,NA
"1417","dingen","eindelijk",1,NA,1,NA,NA
"1418","shit","troep",1,NA,1,NA,NA
"1419","troep","bedrijf",1,NA,1,NA,NA
"1420","climate","lock-down",1,NA,1,NA,NA
"1421","MSM","maffium",1,NA,1,NA,NA
"1422","zogenaamd","“klimaatcrisis”",1,NA,1,NA,NA
"1423","groot","overeenkomst",1,NA,1,NA,NA
"1424","climate","crisis",1,NA,1,NA,NA
"1425","inciting","fear",1,NA,1,NA,NA
"1426","aantal","mens",1,NA,1,NA,NA
"1427","hoog","hoed",1,NA,1,NA,NA
"1428","moeilijk","mogelijk",1,NA,1,NA,NA
"1429","um","virus",1,NA,1,NA,NA
"1430","lockdown","waarschijnlijk",1,NA,1,NA,NA
"1431","waarschijnlijk","klimaat",1,NA,1,NA,NA
"1432","Climaat","lockdown",1,NA,1,NA,NA
"1433","coronalockdown","regelrecht",1,NA,1,NA,NA
"1434","his","pant",1,NA,1,NA,NA
"1435","kunstmatig","tekort",1,NA,1,NA,NA
"1436","komt…d","klimaat",1,NA,1,NA,NA
"1437","unie","onafhankelijk",1,NA,1,NA,NA
"1438","Russisch","fossiel",1,NA,1,NA,NA
"1439","klimaat","lockdown’",1,NA,1,NA,NA
"1440","nieuw","wave",1,NA,1,NA,NA
"1441","variant/ernstig","virus",1,NA,1,NA,NA
"1442","pandemie/noodstatus","vast",1,NA,1,NA,NA
"1443","t","socialcreditsysteem",1,NA,1,NA,NA
"1444","digitaal","slavernij/gevangenis",1,NA,1,NA,NA
"1445","goed","vast",1,NA,1,NA,NA
"1446","langdurig","Europabrede",1,NA,1,NA,NA
"1447","Europabrede","stroom-",1,NA,1,NA,NA
"1448","leven","enorm",1,NA,1,NA,NA
"1449","enorm","afhankelijk",1,NA,1,NA,NA
"1450","intact","stroomvoorziening",1,NA,1,NA,NA
"1451","stedelijke","gebied",1,NA,1,NA,NA
"1452","Oostenrijks","leger",1,NA,1,NA,NA
"1453","adequaat","wijze",1,NA,1,NA,NA
"1454","reserve","batterij",1,NA,1,NA,NA
"1455","houdbaar","levensmiddelen",1,NA,1,NA,NA
"1456","belangrijk","medicijn",1,NA,1,NA,NA
"1457","hygiëan","artikel",1,NA,1,NA,NA
"1458","cash","geld",1,NA,1,NA,NA
"1459","klein","biljet",1,NA,1,NA,NA
"1460","warm","kleding",1,NA,1,NA,NA
"1461","alternatief","verwarming",1,NA,1,NA,NA
"1462","Europees","energiecrisis",1,NA,1,NA,NA
"1463","ijskoud","winter",1,NA,1,NA,NA
"1464","honkbalknuppel","o.i.d.",1,NA,1,NA,NA
"1465","blackout","langer",1,NA,1,NA,NA
"1466","bepleiten","permanent",1,NA,1,NA,NA
"1467","permanent","klimaat",1,NA,1,NA,NA
"1468","digitaal","IMF",1,NA,1,NA,NA
"1469","alomvattend","digitaal",1,NA,1,NA,NA
"1470","Westers","‘fals",1,NA,1,NA,NA
"1471","‘fals","flag’",1,NA,1,NA,NA
"1472","flag’","operatie",1,NA,1,NA,NA
"1473","nieuw","pandemie",1,NA,1,NA,NA
"1474","elite","express",1,NA,1,NA,NA
"1475","echt","flauwekul",1,NA,1,NA,NA
"1476","houdbaar","voedsel",1,NA,1,NA,NA
"1477","paar","mnd",1,NA,1,NA,NA
"1478","voorhoofd","plaats",1,NA,1,NA,NA
"1479","moeilijk","tijd",1,NA,1,NA,NA
"1480","winter","covid",1,NA,1,NA,NA
"1481","klimaar","opwarming",1,NA,1,NA,NA
"1482","wekelijks","update",1,NA,1,NA,NA
"1483","VTM","nieuws",1,NA,1,NA,NA
"1484","bang","Oekraïner",1,NA,1,NA,NA
"1485","triest","waarheid",1,NA,1,NA,NA
"1486","huidig","spanning",1,NA,1,NA,NA
"1487","Amerikaans","wapenindustrie",1,NA,1,NA,NA
"1488","heel","triest",1,NA,1,NA,NA
"1489","triest","eigenlijk",1,NA,1,NA,NA
"1490","land","leven",1,NA,1,NA,NA
"1491","democratisch","principe",1,NA,1,NA,NA
"1492","Europees","regeringsleider",1,NA,1,NA,NA
"1493","eigen","premier",1,NA,1,NA,NA
"1494","vrij","letterlijk",1,NA,1,NA,NA
"1495","code","oranje",1,NA,1,NA,NA
"1496","coën","oranje",1,NA,1,NA,NA
"1497","journalistiek","niveau",1,NA,1,NA,NA
"1498","ontstellenen","zwak",1,NA,1,NA,NA
"1499","pseudowetenschappelijk","maatregel",1,NA,1,NA,NA
"1500","handhaver","nodig",1,NA,1,NA,NA
"1501","slecht","weer",1,NA,1,NA,NA
"1502","nieuw","golf",1,NA,1,NA,NA
"1503","angst","nodig",1,NA,1,NA,NA
"1504","maanden","nieuw",1,NA,1,NA,NA
"1505","nieuw","ballonne",1,NA,1,NA,NA
"1506","Europees","pas",1,NA,1,NA,NA
"1507","digitaal","punt",1,NA,1,NA,NA
"1508","punt","systeem",1,NA,1,NA,NA
"1509","Klimaat","gedoen",1,NA,1,NA,NA
"1510","nieuw","reset",1,NA,1,NA,NA
"1511","leuk","wereld",1,NA,1,NA,NA
"1512","echt","wereld",1,NA,1,NA,NA
"1513","heus","jammer",1,NA,1,NA,NA
"1514","nieuw","klimaat",1,NA,1,NA,NA
"1515","schuit","klimaatlockdown",1,NA,1,NA,NA
"1516","toekomstig","generatie",1,NA,1,NA,NA
"1517","hoofdstuk","lekker",1,NA,1,NA,NA
"1518","natuur","vol",1,NA,1,NA,NA
"1519","oneindig","afvalberg",1,NA,1,NA,NA
"1520","Europees","digitaal",1,NA,1,NA,NA
"1521","vroeg","victorie",1,NA,1,NA,NA
"1522","nacht","ijs",1,NA,1,NA,NA
"1523","lockdown","klimaatlockdown",1,NA,1,NA,NA
"1524","ander","gekkigheid",1,NA,1,NA,NA
"1525","hoog","positie",1,NA,1,NA,NA
"1526","zuurstop","belasting",1,NA,1,NA,NA
"1527","nieuw","“golf”",1,NA,1,NA,NA
"1528","vroeg","gejuicht",1,NA,1,NA,NA
"1529","‘ergere’","variant",1,NA,1,NA,NA
"1530","klimaatlockdown","precies",1,NA,1,NA,NA
"1531","krediet","systeemen",1,NA,1,NA,NA
"1532","paar","bestuurslid",1,NA,1,NA,NA
"1533","Spaans","bevolking",1,NA,1,NA,NA
"1534","gewoon","akkoord",1,NA,1,NA,NA
"1535","West-Europees","bevolking",1,NA,1,NA,NA
"1536","digitaal","financieel",1,NA,1,NA,NA
"1537","financieel","systeem",1,NA,1,NA,NA
"1538","mens","afhankelijk",1,NA,1,NA,NA
"1539","leven","cq",1,NA,1,NA,NA
"1540","echt","werk",1,NA,1,NA,NA
"1541","klimaat","“problemen”",1,NA,1,NA,NA
"1542","co2budget","incoming",1,NA,1,NA,NA
"1543","milieu","vervuilend",1,NA,1,NA,NA
"1544","natuur🤥","probleem",1,NA,1,NA,NA
"1545","uitstoot","deel",1,NA,1,NA,NA
"1546","deel","dusdanig",1,NA,1,NA,NA
"1547","dusdanig","fijn",1,NA,1,NA,NA
"1548","longweefsel","bijv",1,NA,1,NA,NA
"1549","zogenaamd","milieuvriendelijk",1,NA,1,NA,NA
"1550","milieuvriendelijk","verbetering",1,NA,1,NA,NA
"1551","klimaatlockdown","zeker",1,NA,1,NA,NA
"1552","paar","graad",1,NA,1,NA,NA
"1553","omhoog)","GevallenEngeltjes🙄",1,NA,1,NA,NA
"1554","flink","rotzooi",1,NA,1,NA,NA
"1555","gewoon","leven",1,NA,1,NA,NA
"1556","Klimaat","lockdown",1,NA,1,NA,NA
"1557","nutteloos","kut",1,NA,1,NA,NA
"1558","kut","burger",1,NA,1,NA,NA
"1559","volledig","macht",1,NA,1,NA,NA
"1560","jaar","duidelijk",1,NA,1,NA,NA
"1561","RIVM","https://www.rivm.nl/nanotechnologie/milieu/nanodeeltjes-reinigen-lucht",1,NA,1,NA,NA
"1562","vervuilen","imm",1,NA,1,NA,NA
"1563","juist","brandstof",1,NA,1,NA,NA
"1564","type","mens",1,NA,1,NA,NA
"1565","plank","klaar",1,NA,1,NA,NA
"1566","jaar","realiteit",1,NA,1,NA,NA
"1567","boodschap","bezorgers",1,NA,1,NA,NA
"1568","Héal","slecht",1,NA,1,NA,NA
"1569","slecht","ontwikkeling",1,NA,1,NA,NA
"1570","show","mens",1,NA,1,NA,NA
"1571","hoog","tak",1,NA,1,NA,NA
"1572","biowapen","Indiaan",1,NA,NA,1,NA
"1573","één","biowapen",1,NA,NA,1,NA
"1574","oorspronkelijk","wester",1,NA,NA,1,NA
"1575","Chinees","social",1,NA,NA,1,NA
"1576","quantum","adres",1,NA,NA,1,NA
"1577","biometrisch","etnisch",1,NA,NA,1,NA
"1578","etnisch","kenmerken",1,NA,NA,1,NA
"1579","medisch","dozier",1,NA,NA,1,NA
"1580","peuter","punt",1,NA,NA,1,NA
"1581","cent","waard",1,NA,NA,1,NA
"1582","beetje","duidelijk",1,NA,NA,1,NA
"1583","dom","geit",1,NA,NA,1,NA
"1584","bank","failliet",1,NA,NA,1,NA
"1585","regulieren","rekening",1,NA,NA,1,NA
"1586","ander","woorden",1,NA,NA,1,NA
"1587","woorden","Erik",1,NA,NA,1,NA
"1588","extra","gas",1,NA,NA,1,NA
"1589","gas","bus",1,NA,NA,1,NA
"1590","fabriek","klaar",1,NA,NA,1,NA
"1591","erg","waakzaam",1,NA,NA,1,NA
"1592","gigantisch","stad",1,NA,NA,1,NA
"1593","verschrikkelijk","idee",1,NA,NA,1,NA
"1594","lokaal","milieu",1,NA,NA,1,NA
"1595","volledig","documentaire",1,NA,NA,1,NA
"1596","globalistisch","tirannie",1,NA,NA,1,NA
"1597","verschillend","aspect",1,NA,NA,1,NA
"1598","zogenaamd","“slim",1,NA,NA,1,NA
"1599","“slim","steden”",1,NA,NA,1,NA
"1600","bijbehorend","technologie",1,NA,NA,1,NA
"1601","sociaal","kredietscores",1,NA,NA,1,NA
"1602","https://t.me/ScarletFranciniItaly","https://www.youtube.com/watch?v=LdyXLU9RGMQ",1,NA,NA,1,NA
"1603","nieuw","regelgeving",1,NA,NA,1,NA
"1604","overtollig","kunstmest",1,NA,NA,1,NA
"1605","smart","city'-project",1,NA,NA,1,NA
"1606","protest","deel",1,NA,NA,1,NA
"1607","groot","wereldwijde",1,NA,NA,1,NA
"1608","politiek","doeleinde",1,NA,NA,1,NA
"1609","beetje","ouderwets",1,NA,NA,1,NA
"1610","contro","systeem",1,NA,NA,1,NA
