"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"7613","https://www.weforum.org/impact/smart-cities-governance-allianc","G20",1,NA,NA,1,NA
"7614","unbedingt","Video",1,NA,NA,1,NA
"7615","normal","denkend",1,NA,NA,1,NA
"7616","dynamisch","Welt",1,NA,NA,1,NA
"7617","Jahr","Gedanke",1,NA,NA,1,NA
"7618","korrupt","Politiker",1,NA,NA,1,NA
"7619","Netzfund","Unheimlich😬🤢",1,NA,NA,1,NA
"7620","Unheimlich😬🤢","Tag",1,NA,NA,1,NA
"7621","einzig","deutsch",1,NA,NA,1,NA
"7622","schlimm","Zukunftsvision",1,NA,NA,1,NA
"7623","rein","Verfügungsmasse",1,NA,NA,1,NA
"7624","postmodernistisch","Politik",1,NA,NA,1,NA
"7625","offen","transhumanistisch",1,NA,NA,1,NA
"7626","transhumanistisch","Mensch",1,NA,NA,1,NA
"7627","globalistisch","Allmachtskonzernen",1,NA,NA,1,NA
"7628","totalitär","Überwachungssystem",1,NA,NA,1,NA
"7629","technokratisch","Erfordernis",1,NA,NA,1,NA
"7630","aktiv","beteiligen",1,NA,NA,1,NA
"7631","weltweit","geplant",1,NA,NA,1,NA
"7632","geplant","Feldversuch",1,NA,NA,1,NA
"7633","ortsansässig","Bürger",1,NA,NA,1,NA
"7634","entsprechend","Vereinbarung",1,NA,NA,1,NA
"7635","Thema","einfach",1,NA,NA,1,NA
"7636","groß","m[",1,NA,NA,1,NA
"7637","unhaltbar","Situation",1,NA,NA,1,NA
"7638","erneuerbaren","Energie",1,NA,NA,1,NA
"7639","Geheime","global",1,NA,NA,1,NA
"7640","▫️D","Enthüllungsjournalist",1,NA,NA,1,NA
"7641","Projekt","untersuchen",1,NA,NA,1,NA
"7642","Niederlande","beschränken",1,NA,NA,1,NA
"7643","finanzstark","Gruppe",1,NA,NA,1,NA
"7644","angedacht","Weltregierung",1,NA,NA,1,NA
"7645","Soros","gegründet",1,NA,NA,1,NA
"7646","klein","Bezirk",1,NA,NA,1,NA
"7647","weit","News❗️",1,NA,NA,1,NA
"7648","Dystopisch","Zukunft",1,NA,NA,1,NA
"7649","australisch","Senator",1,NA,NA,1,NA
"7650","digital","Überwachungsstaat",1,NA,NA,1,NA
"7651","australisch","Bundesstaat",1,NA,NA,1,NA
"7652","möglich","Info",1,NA,NA,1,NA
"7653","⚫️🟡‼","️",1,NA,NA,1,NA
"7654","Kameratechnologie","beschäftigt",1,NA,NA,1,NA
"7655","extrem","alarmierend",1,NA,NA,1,NA
"7656","alarmierend","Technologie",1,NA,NA,1,NA
"7657","neu","digitalen",1,NA,NA,1,NA
"7658","dystopisch","Alptraum",1,NA,NA,1,NA
"7659","dystopisch","Albtraumwelt",1,NA,NA,1,NA
"7660","malthusianisch","Entvölkerungsagenda",1,NA,NA,1,NA
"7661","altmodisch","Eugenik",1,NA,NA,1,NA
"7662","Technokrat","planen",1,NA,NA,1,NA
"7663","planen","ganz",1,NA,NA,1,NA
"7664","hochmodern","Gefängnis",1,NA,NA,1,NA
"7665","tödlich","Gentherapie",1,NA,NA,1,NA
"7666","enorm","Beweis",1,NA,NA,1,NA
"7667","repressiv","Politik",1,NA,NA,1,NA
"7668","erstaunlich","Ding",1,NA,NA,1,NA
"7669","Bauwesen","gefördert",1,NA,NA,1,NA
"7670","gefördert","Programm",1,NA,NA,1,NA
"7671","Einsatz","digital",1,NA,NA,1,NA
"7672","nev","be",1,NA,NA,1,NA
"7673","be","bett",1,NA,NA,1,NA
"7674","ehemalig","Ingenieur",1,NA,NA,1,NA
"7675","weltweit","Totalüberwachung",1,NA,NA,1,NA
"7676","gesamt","Video",1,NA,NA,1,NA
"7677","Neuzeit","☢️🤷‍♂️🤷‍♂️",1,NA,NA,1,NA
"7678","groß","System",1,NA,NA,1,NA
"7679","genehmigt","Gegenstand",1,NA,NA,1,NA
"7680","grünen/sozial","Score",1,NA,NA,1,NA
"7681","informiert","Leute",1,NA,NA,1,NA
"7682","eng","anhaft",1,NA,NA,1,NA
"7683","erst","Änderung",1,NA,NA,1,NA
"7684","rot","Flagge",1,NA,NA,1,NA
"7685","finanziell","SDGs",1,NA,NA,1,NA
"7686","groß","Regierung",1,NA,NA,1,NA
"7687","notwendig","Mittel|Mitteln",1,NA,NA,1,NA
"7688","#Zusendung","💥🥳",1,NA,NA,1,NA
"7689","Gechippt","Gesellschaft",1,NA,NA,1,NA
"7690","dein","Elektroauto",1,NA,NA,1,NA
"7691","Straße","ungefegen",1,NA,NA,1,NA
"7692","städtisch","Umwelt",1,NA,NA,1,NA
"7693","zukünftig","Alexa",1,NA,NA,1,NA
"7694","winzig","elektronisch",1,NA,NA,1,NA
"7695","elektronisch","Kurzschrift",1,NA,NA,1,NA
"7696","groß","Datenwolk",1,NA,NA,1,NA
"7697","komplettes","Video",1,NA,NA,1,NA
"7698","Webseite","🔗https://globalsmartcitiesalliance.org",1,NA,NA,1,NA
"7699","deuts[","che",1,NA,NA,1,NA
"7700","che","übersetzung",1,NA,NA,1,NA
"7701","lieb","Mensch",1,NA,NA,1,NA
"7702","menschlich","Versage",1,NA,NA,1,NA
"7703","traurig","Tatsache",1,NA,NA,1,NA
"7704","unser","Arbeit",1,NA,NA,1,NA
"7705","Arbeit","politisch",1,NA,NA,1,NA
"7706","zeitlich","Ultimatum",1,NA,NA,1,NA
"7707","angeben","Reihenfolge",1,NA,NA,1,NA
"7708","menschlich","Katastrophe",1,NA,NA,1,NA
"7709","unglaublich","rücksichtslos",1,NA,NA,1,NA
"7710","Angehörige","tief",1,NA,NA,1,NA
"7711","tief","Narbe",1,NA,NA,1,NA
"7712","korrupt","Verstrickung",1,NA,NA,1,NA
"7713","Woche","Beweis",1,NA,NA,1,NA
"7714","bewußt","verheimlicht",1,NA,NA,1,NA
"7715","verheimlicht","Videos",1,NA,NA,1,NA
"7716","spät","Abend",1,NA,NA,1,NA
"7717","dringend","handeln",1,NA,NA,1,NA
"7718","grob","fahrlässig",1,NA,NA,1,NA
"7719","harmlos","genannt",1,NA,NA,1,NA
"7720","Totalüberwachung","möglich",1,NA,NA,1,NA
"7721","privat","Vereinigung",1,NA,NA,1,NA
"7722","groß","Politik",1,NA,NA,1,NA
"7723","fleißig","profitierend",1,NA,NA,1,NA
"7724","letzt","Akt",1,NA,NA,1,NA
"7725","rücksichtlos","korrupt",1,NA,NA,1,NA
"7726","korrupt","Politker",1,NA,NA,1,NA
"7727","agierend","Großkonzernen",1,NA,NA,1,NA
"7728","groß","Aufklärung",1,NA,NA,1,NA
"7729","dein","Team",1,NA,NA,1,NA
"7730","#digitalisieru[","ng",1,NA,NA,1,NA
"7731","groß","Abhängigkeit",1,NA,NA,1,NA
"7732","planen","Regierungsinstitution",1,NA,NA,1,NA
"7733","groß","Landraub",1,NA,NA,1,NA
"7734","ernannt","Elite",1,NA,NA,1,NA
"7735","global","Kartell",1,NA,NA,1,NA
"7736","Kartell","weltweit",1,NA,NA,1,NA
"7737","agierend","aufzubau",1,NA,NA,1,NA
"7738","vorgetäuscht","Klimakatastrophe",1,NA,NA,1,NA
"7739","künstlich","schaffen",1,NA,NA,1,NA
"7740","Mensch","arm",1,NA,NA,1,NA
"7741","absolut","Abhängigkeit",1,NA,NA,1,NA
"7742","groß","Täuschung",1,NA,NA,1,NA
"7743","Zukunft","https://www.lpb-bw.de/smart-city",1,NA,NA,1,NA
"7744","https://www.lpb-bw.de/smart-city","Fahrverbot",1,NA,NA,1,NA
"7745","möglich","Herzattacken",1,NA,NA,1,NA
"7746","normal","Bevölkerung",1,NA,NA,1,NA
"7747","#geimpft","#covid",1,NA,NA,1,NA
"7748","bekannt","Leute",1,NA,NA,1,NA
"7749","Verfassung","weltweit",1,NA,NA,1,NA
"7750","⬅️","Topnews",1,NA,NA,1,NA
"7751","Topnews","⬆️⬆️⬆️",1,NA,NA,1,NA
"7752","erst","Beispiel",1,NA,NA,1,NA
"7753","medizinisch-tyrannisch","totalitär",1,NA,NA,1,NA
"7754","totalitär","Staat",1,NA,NA,1,NA
"7755","lange","Schlange",1,NA,NA,1,NA
"7756","riesig","Zahl",1,NA,NA,1,NA
"7757","ander","Einschüchterungsfaktor",1,NA,NA,1,NA
"7758","irrsinnig","Zahl",1,NA,NA,1,NA
"7759","kommend","neu",1,NA,NA,1,NA
"7760","neu","Weltordnungssystem",1,NA,NA,1,NA
"7761","belohnen","Bürger",1,NA,NA,1,NA
"7762","digital","Punkt",1,NA,NA,1,NA
"7763","tiefgreifend","Folge",1,NA,NA,1,NA
"7764","Mensch","freiwillig",1,NA,NA,1,NA
"7765","freiwillig","Teil",1,NA,NA,1,NA
"7766","wichtig","Instrument",1,NA,NA,1,NA
"7767","angestrebt","kommunistisch",1,NA,NA,1,NA
"7768","seelenlos","Kreatur",1,NA,NA,1,NA
"7769","Spiel","sein🧐❔❕⁉",1,NA,NA,1,NA
"7770","sein🧐❔❕⁉","️☹️",1,NA,NA,1,NA
"7771","VIDEO‼","️",1,NA,NA,1,NA
"7772","neu","EINE-WELT-REGIERUNG",1,NA,NA,1,NA
"7773","lang","rätsel",1,NA,NA,1,NA
"7774","Videobericht","zusammenstellen",1,NA,NA,1,NA
"7775","Stadt","passieren",1,NA,NA,1,NA
"7776","endlos","lang",1,NA,NA,1,NA
"7777","lang","Reihe",1,NA,NA,1,NA
"7778","massenhaft","Quarantänelager",1,NA,NA,1,NA
"7779","chinesisch","Bürger",1,NA,NA,1,NA
"7780","massiv","Überwachung",1,NA,NA,1,NA
"7781","Einhaltung","vorhanden",1,NA,NA,1,NA
"7782","aufgenommen","Videomaterials",1,NA,NA,1,NA
"7783","verboten","Video",1,NA,NA,1,NA
"7784","einzig","Newsletter",1,NA,NA,1,NA
"7785","ideologisch","Widerspruch",1,NA,NA,1,NA
"7786","aktuell","Newsletter",1,NA,NA,1,NA
"7787","Version","einsehbar",1,NA,NA,1,NA
"7788","offiziell","Publikation",1,NA,NA,1,NA
"7789","persönlich","Emissionsverhalten",1,NA,NA,1,NA
"7790","https://t.me/DanielPrinzOffiziell","⭐️⭐️🧿⭐️⭐️",1,NA,NA,1,NA
"7791","Masse","intelligent",1,NA,NA,1,NA
"7792","wesentlich","Entwicklung",1,NA,NA,1,NA
"7793","Vielzahl","unvorstellbar",1,NA,NA,1,NA
"7794","zahlreich","Beispiele",1,NA,NA,1,NA
"7795","Aufrechterhaltung","sozial",1,NA,NA,1,NA
"7796","individuell","sozial",1,NA,NA,1,NA
"7797","Technologisch","Durchbruch",1,NA,NA,1,NA
"7798","Initiative","blind",1,NA,NA,1,NA
"7799","neu","Referende",1,NA,NA,1,NA
"7800","Spiel","🤡",1,NA,NA,1,NA
"7801","z[","ukunftswohnform",1,NA,NA,1,NA
"7802","q[","uarantänelager",1,NA,NA,1,NA
"7803","gemütlich","Heim",1,NA,NA,1,NA
"7804","neu","Götzen",1,NA,NA,1,NA
"7805","Höllenstädte⁉","️",1,NA,NA,1,NA
"7806","hoch","Frequenz",1,NA,NA,1,NA
"7807","angreifend","Feind",1,NA,NA,1,NA
"7808","ausgeklügelt","System",1,NA,NA,1,NA
"7809","EHF","extrem",1,NA,NA,1,NA
"7810","extrem","kurz",1,NA,NA,1,NA
"7811","kurz","Wellenlänge",1,NA,NA,1,NA
"7812","angegriffene","Land",1,NA,NA,1,NA
"7813","elektrisch","Gerät",1,NA,NA,1,NA
"7814","elektronisch","Gerät",1,NA,NA,1,NA
"7815","psychotronisch","Waffe",1,NA,NA,1,NA
"7816","menschlich","Schutzschild",1,NA,NA,1,NA
"7817","ideal","Stadt",1,NA,NA,1,NA
"7818","@DieAndereWahrheit","Leserzuschrift",1,NA,NA,1,NA
"7819","Digitalisierung","untersuchen",1,NA,NA,1,NA
"7820","Top","Ten",1,NA,NA,1,NA
"7821","nah","Globalist",1,NA,NA,1,NA
"7822","gegenseitig","Kontrolle",1,NA,NA,1,NA
"7823","elektronisch","Überwachung",1,NA,NA,1,NA
"7824","neu","Initiative",1,NA,NA,1,NA
"7825","wichtig","Erfolgsfaktor",1,NA,NA,1,NA
"7826","klimatisch","Nachhaltigkeit",1,NA,NA,1,NA
"7827","indisch","Missionsleiter",1,NA,NA,1,NA
"7828","persönlich","Kohlenstoffzertifikatsprogramm",1,NA,NA,1,NA
"7829","derartig","Programm",1,NA,NA,1,NA
"7830","weitgehend","erfolglos",1,NA,NA,1,NA
"7831","https://gettr.com/user/checkmatenews)ck","m[",1,NA,NA,1,NA
"7832","ander","Globalist",1,NA,NA,1,NA
"7833","beispiellos","Werbekampagn",1,NA,NA,1,NA
"7834","Nutzer","aktuell",1,NA,NA,1,NA
"7835","vermeintlich","Vorzug",1,NA,NA,1,NA
"7836","privat","Verbrauch",1,NA,NA,1,NA
"7837","hundert","Sensor",1,NA,NA,1,NA
"7838","effizient","Überwachung",1,NA,NA,1,NA
"7839","genützt","Ressource",1,NA,NA,1,NA
"7840","schaurig","Überwachungstechnologie",1,NA,NA,1,NA
"7841","Umschweife","schmackhaft",1,NA,NA,1,NA
"7842","entartet","Nest",1,NA,NA,1,NA
"7843","eigen","Bürge",1,NA,NA,1,NA
"7844","top","t",1,NA,NA,1,NA
"7845","Kategorie","Verwaltung",1,NA,NA,1,NA
"7846","heutig","Wahnsinn",1,NA,NA,1,NA
"7847","erstaunliches","klein",1,NA,NA,1,NA
"7848","klein","Werk",1,NA,NA,1,NA
"7849","erst","Beitrag",1,NA,NA,1,NA
"7850","schmal","Buch",1,NA,NA,1,NA
"7851","gesellschaftlich","Bereich",1,NA,NA,1,NA
"7852","naturgegeben","Lauf",1,NA,NA,1,NA
"7853","aufgegeben","Land",1,NA,NA,1,NA
"7854","anderslautend","kosmisch",1,NA,NA,1,NA
"7855","kosmisch","Bestimmung",1,NA,NA,1,NA
"7856","ander","Diener",1,NA,NA,1,NA
"7857","klein","Bube",1,NA,NA,1,NA
"7858","ferngesteuert","Auto",1,NA,NA,1,NA
"7859","smarten","Gerät",1,NA,NA,1,NA
"7860","vermeintlich","sicher",1,NA,NA,1,NA
"7861","sicher","Stelle|Stellen",1,NA,NA,1,NA
"7862","zuverlässig","Leitung",1,NA,NA,1,NA
"7863","digital","Version",1,NA,NA,1,NA
"7864","eigen","Zukunft",1,NA,NA,1,NA
"7865","Kind","gleich",1,NA,NA,1,NA
"7866","wichtig","Begriff",1,NA,NA,1,NA
"7867","einzig","Kindlich",1,NA,NA,1,NA
"7868","groß","Usurpation",1,NA,NA,1,NA
"7869","beenden","Unabhängigkeit",1,NA,NA,1,NA
"7870","️d","Individuum",1,NA,NA,1,NA
"7871","unabhängig","Medium",1,NA,NA,1,NA
"7872","angestrebt","Vision",1,NA,NA,1,NA
"7873","ausgemacht","Ziel",1,NA,NA,1,NA
"7874","umstürzlerisch","Vorgabe",1,NA,NA,1,NA
"7875","staatsstreichartig","Clique",1,NA,NA,1,NA
"7876","konkret","Verarmung",1,NA,NA,1,NA
"7877","aktuell","Agenda",1,NA,NA,1,NA
"7878","Agenda","lange",1,NA,NA,1,NA
"7879","gesellschaftlich","Vision",1,NA,NA,1,NA
"7880","super","ressourceneffizient",1,NA,NA,1,NA
"7881","ressourceneffizient","Gesellschaft",1,NA,NA,1,NA
"7882","verfügbar","gemeinsam",1,NA,NA,1,NA
"7883","gemeinsam","Gut",1,NA,NA,1,NA
"7884","Privateigentum","tatsächlich",1,NA,NA,1,NA
"7885","Zukunft","gut",1,NA,NA,1,NA
"7886","️FGNews","Folge",1,NA,NA,1,NA
"7887","@DieAndereWahrheit","⚡️🇩🇪⚡️Digital",1,NA,NA,1,NA
"7888","⚡️🇩🇪⚡️Digital","Identität",1,NA,NA,1,NA
"7889","weltweit","Datenfluß",1,NA,NA,1,NA
"7890","schaurig","Umbau",1,NA,NA,1,NA
"7891","transhumanistisch","Verschmelzung",1,NA,NA,1,NA
"7892","ideal","Vehikel",1,NA,NA,1,NA
"7893","global","Gleichschaltung",1,NA,NA,1,NA
"7894","existierend","Überwachungsgesetzen",1,NA,NA,1,NA
"7895","bürgerfeindlich","Datenschutz",1,NA,NA,1,NA
"7896","geopolitisch","Wirkmacht",1,NA,NA,1,NA
"7897","mitmachen‼","️",1,NA,NA,1,NA
"7898","Schauspiel","einzeln",1,NA,NA,1,NA
"7899","einzeln","Politdarsteller",1,NA,NA,1,NA
"7900","Politdarsteller","bieten|gebieten",1,NA,NA,1,NA
"7901","nichts‼","️",1,NA,NA,1,NA
"7902","ober","politisch",1,NA,NA,1,NA
"7903","politisch","Position",1,NA,NA,1,NA
"7904","ander","Anschein",1,NA,NA,1,NA
"7905","Anschein","erweckt‼️",1,NA,NA,1,NA
"7906","mal","Gedanke",1,NA,NA,1,NA
"7907","neu","Landrätinnen",1,NA,NA,1,NA
"7908","digital","umfassend",1,NA,NA,1,NA
"7909","umfassend","Kontrollmechanismus",1,NA,NA,1,NA
"7910","fremdgesteuert","seelenlos",1,NA,NA,1,NA
"7911","seelenlos","Wesen",1,NA,NA,1,NA
"7912","krank","Köpfen",1,NA,NA,1,NA
"7913","beseelt","Mensch",1,NA,NA,1,NA
"7914","Clique","korrupt",1,NA,NA,1,NA
"7915","korrupt","Unternehmer",1,NA,NA,1,NA
"7916","@ProjektVeritas","@ProjektVeritasEifel",1,NA,NA,1,NA
"7917","deutsch","Geld",1,NA,NA,1,NA
"7918","umfassend","digital",1,NA,NA,1,NA
"7919","erst","klimaneutral",1,NA,NA,1,NA
"7920","klimaneutral","Kontinent",1,NA,NA,1,NA
"7921","übergeordnet","Ziel",1,NA,NA,1,NA
"7922","ländlich","Entwicklung",1,NA,NA,1,NA
"7923","regulierungswütig","Klaue|Klauen",1,NA,NA,1,NA
"7924","inklusive","Gesellschaft",1,NA,NA,1,NA
"7925","alt","Gesellschaftsstruktur",1,NA,NA,1,NA
"7926","vertraglich","Basis",1,NA,NA,1,NA
"7927","global","Partnerschaft",1,NA,NA,1,NA
"7928","nationale","Gesetz",1,NA,NA,1,NA
"7929","tatsächlich","umsetzung",1,NA,NA,1,NA
"7930","Staat","gerichtet",1,NA,NA,1,NA
"7931","gerichtet","Kurzwerk",1,NA,NA,1,NA
"7932","vorhergehend","Agende",1,NA,NA,1,NA
"7933","kommend","industriell",1,NA,NA,1,NA
"7934","1","Armut",1,NA,NA,1,NA
"7935","Armut","beenden",1,NA,NA,1,NA
"7936","global","Wohlstand",1,NA,NA,1,NA
"7937","einheitlich","finanziell",1,NA,NA,1,NA
"7938","finanziell","Niveau",1,NA,NA,1,NA
"7939","global","reduziert",1,NA,NA,1,NA
"7940","reduziert","Bevölkerung",1,NA,NA,1,NA
"7941","3","Gesund",1,NA,NA,1,NA
"7942","medizinisch","Versorgung",1,NA,NA,1,NA
"7943","gefügig","mindergebildet",1,NA,NA,1,NA
"7944","mindergebildet","Weltbevölkerung",1,NA,NA,1,NA
"7945","Wasser","global",1,NA,NA,1,NA
"7946","modern","Energie",1,NA,NA,1,NA
"7947","reguliert","Zugang",1,NA,NA,1,NA
"7948","elektrisch","Verbrauch",1,NA,NA,1,NA
"7949","angepaßt","Energiewirtschaft",1,NA,NA,1,NA
"7950","integrativ","Wirtschaftswachstum",1,NA,NA,1,NA
"7951","menschenwürdig","Arbeit",1,NA,NA,1,NA
"7952","global","Wirtschaft",1,NA,NA,1,NA
"7953","Art","Mitarbeiter",1,NA,NA,1,NA
"7954","nachhaltig","Industrialisierung",1,NA,NA,1,NA
"7955","Industrialisierung","gesteueren",1,NA,NA,1,NA
"7956","gesteueren","Industrialisierung",1,NA,NA,1,NA
"7957","Staat","Umverteilung",1,NA,NA,1,NA
"7958","einheitlich","Niveau",1,NA,NA,1,NA
"7959","Siedlung","kontrolliert",1,NA,NA,1,NA
"7960","Besiedelung","freigegeben",1,NA,NA,1,NA
"7961","freigegeben","Fläche",1,NA,NA,1,NA
"7962","einheitlich","Standard",1,NA,NA,1,NA
"7963","vorgegeben","Notwendigkeit",1,NA,NA,1,NA
"7964","reich","Land",1,NA,NA,1,NA
"7965","privat","Mobilität",1,NA,NA,1,NA
"7966","privat","Fischerei",1,NA,NA,1,NA
"7967","System","Demokratie",1,NA,NA,1,NA
"7968","digital","Gouverment",1,NA,NA,1,NA
"7969","gut","Entscheidung",1,NA,NA,1,NA
"7970","Entscheidung","treffen",1,NA,NA,1,NA
"7971","treffen","🤡",1,NA,NA,1,NA
"7972","bezogen","Datum",1,NA,NA,1,NA
"7973","Uhr","v",1,NA,NA,1,NA
"7974","Markt","Information",1,NA,NA,1,NA
"7975","r","energieeffizient",1,NA,NA,1,NA
"7976","aktuell","Energiedebatte",1,NA,NA,1,NA
"7977","wahrscheinlich","verhallen....Ich",1,NA,NA,1,NA
"7978","selbig","Konklusio",1,NA,NA,1,NA
"7979","fest","Glaube",1,NA,NA,1,NA
"7980","🟦🟩‼","️",1,NA,NA,1,NA
"7981","Planung","weit",1,NA,NA,1,NA
"7982","Jahr","Pilotprojekt",1,NA,NA,1,NA
"7983","sogenannt","Sozialpunktesystem",1,NA,NA,1,NA
"7984","verharmlosend","Bezeichnung",1,NA,NA,1,NA
"7985","Einführung","totalitär",1,NA,NA,1,NA
"7986","totalitär","Überwachungs",1,NA,NA,1,NA
"7987","saudisch","Prinz",1,NA,NA,1,NA
"7988","p[","rojekt",1,NA,NA,1,NA
"7989","rojekt","Neom",1,NA,NA,1,NA
"7990","irren","Knight",1,NA,NA,1,NA
"7991","Auge","-Bündnis",1,NA,NA,1,NA
"7992","teuflisch","Aspekt",1,NA,NA,1,NA
"7993","intellektuell","unehrlich",1,NA,NA,1,NA
"7994","unehrlich","Behauptung",1,NA,NA,1,NA
"7995","ander","westlich",1,NA,NA,1,NA
"7996","reich","Tradition",1,NA,NA,1,NA
"7997","englisch","Gewohnheitsrecht",1,NA,NA,1,NA
"7998","republikanisch","Regierungsformen",1,NA,NA,1,NA
"7999","verborgen","Hand",1,NA,NA,1,NA
"8000","amerikanisch","Flagge",1,NA,NA,1,NA
"8001","amerikanisch","Wert",1,NA,NA,1,NA
"8002","amerikanisch","Volk",1,NA,NA,1,NA
"8003","hypochondrisch","kultur",1,NA,NA,1,NA
"8004","unerbittlich","Regime",1,NA,NA,1,NA
"8005","Regime","restriktiv",1,NA,NA,1,NA
"8006","unsinnig","Gesundheit",1,NA,NA,1,NA
"8007","jung","Erwachsene",1,NA,NA,1,NA
"8008","⚠️","Fortsetzung",1,NA,NA,1,NA
"8009","unbequem","Tatsache",1,NA,NA,1,NA
"8010","militärisch","Geheimdienstkomplexe",1,NA,NA,1,NA
"8011","weit","Artikel",1,NA,NA,1,NA
"8012","allgemeiner","Slogan",1,NA,NA,1,NA
"8013","Jahr","Veränderung",1,NA,NA,1,NA
"8014","bekannt","Muster",1,NA,NA,1,NA
"8015","peinlich","Weise",1,NA,NA,1,NA
"8016","neu","Panik",1,NA,NA,1,NA
"8017","ober","Bevölkerungsschützer",1,NA,NA,1,NA
"8018","zukünftig","Klimaflüchtling",1,NA,NA,1,NA
"8019","einzeln","Region",1,NA,NA,1,NA
"8020","ander","Landesteil",1,NA,NA,1,NA
"8021","allgemein","Bewußtsein",1,NA,NA,1,NA
"8022","gleich","Kerbe",1,NA,NA,1,NA
"8023","verlinkt","Artikel",1,NA,NA,1,NA
"8024","https://www.deutschlandfunk.de/bitcoin-als-staatswaehrung-in-el-salvador-100.html","https://smart-city-berlin.de",1,NA,NA,1,NA
"8025","privat","Besitzer",1,NA,NA,1,NA
"8026","jährige","Tech",1,NA,NA,1,NA
"8027","Hektar","landwirtschaftlich",1,NA,NA,1,NA
"8028","landwirtschaftlich","Nutzfläche",1,NA,NA,1,NA
"8029","grös","Ländereien",1,NA,NA,1,NA
"8030","besitz","Gat",1,NA,NA,1,NA
"8031","i[","nstagram",1,NA,NA,1,NA
"8032","Biometrisch","Datenerfassung",1,NA,NA,1,NA
"8033","lebensvereinfachend","Ap",1,NA,NA,1,NA
"8034","klein","freiwillig",1,NA,NA,1,NA
"8035","verpflichtend","Gesetz",1,NA,NA,1,NA
"8036","Gesetz","lassen",1,NA,NA,1,NA
"8037","virtuell","Zwilling",1,NA,NA,1,NA
"8038","ständig","füttern",1,NA,NA,1,NA
"8039","negativ","Aspekt",1,NA,NA,1,NA
"8040","digital","Albtraum",1,NA,NA,1,NA
"8041","Datenschutz","völlig",1,NA,NA,1,NA
"8042","erwünscht","Verhalten",1,NA,NA,1,NA
"8043","renitent","Klasse",1,NA,NA,1,NA
"8044","gekauft","Neuerung",1,NA,NA,1,NA
"8045","graues","Band",1,NA,NA,1,NA
"8046","leicht","Glück",1,NA,NA,1,NA
"8047","digital","Obhut",1,NA,NA,1,NA
"8048","Obhut","gelegt",1,NA,NA,1,NA
"8049","gelegt","Version",1,NA,NA,1,NA
"8050","Eduvigis","t.me/s/Widerstandsgedichte",1,NA,NA,1,NA
"8051","kandiert","Frucht",1,NA,NA,1,NA
"8052","Puderzucker","überziehen",1,NA,NA,1,NA
"8053","Deutsch","Brot",1,NA,NA,1,NA
"8054","deutsch","Wort",1,NA,NA,1,NA
"8055","▪️","stinken",1,NA,NA,1,NA
"8056","baldig","Menschenversuche",1,NA,NA,1,NA
"8057","genbasiertes","Vakzin",1,NA,NA,1,NA
"8058","zentral","Frage",1,NA,NA,1,NA
"8059","▪️","künstlich",1,NA,NA,1,NA
"8060","▪️","weit",1,NA,NA,1,NA
"8061","weit","bedrohlich",1,NA,NA,1,NA
"8062","genannt","Beispiel",1,NA,NA,1,NA
"8063","kritisch","Beobachter",1,NA,NA,1,NA
"8064","neu","Wunderwaffe",1,NA,NA,1,NA
"8065","️Im","Grund",1,NA,NA,1,NA
"8066","https://t.me/niemeyeroffiziell","@Corona_Reset",1,NA,NA,1,NA
"8067","groß","Aufmerksamkeit",1,NA,NA,1,NA
"8068","länger","Unterfang",1,NA,NA,1,NA
"8069","faschistoiden","Zustand",1,NA,NA,1,NA
"8070","vorauseilend","Gehorsam",1,NA,NA,1,NA
"8071","ander","Ufer",1,NA,NA,1,NA
"8072","global","Kontrollnetz",1,NA,NA,1,NA
"8073","selbstfahrend","Auto",1,NA,NA,1,NA
"8074","selbstfahrend","Vehikel",1,NA,NA,1,NA
"8075","physisch","Ressource",1,NA,NA,1,NA
"8076","Übernahme","groß",1,NA,NA,1,NA
"8077","koordiniert","Strategie",1,NA,NA,1,NA
"8078","Ressourcenverbrauch","dramatisch",1,NA,NA,1,NA
"8079","deutsch","Bürger",1,NA,NA,1,NA
"8080","nuklear","Sicherheit",1,NA,NA,1,NA
"8081","wichtig","Entscheidung",1,NA,NA,1,NA
"8082","Leben","digital",1,NA,NA,1,NA
"8083","kommunal","Demokratie",1,NA,NA,1,NA
"8084","angeblich","Fortschritt",1,NA,NA,1,NA
"8085","interdisziplinär","Fundament",1,NA,NA,1,NA
"8086","Gerät","groß",1,NA,NA,1,NA
"8087","groß","genug",1,NA,NA,1,NA
"8088","schnell","sicher",1,NA,NA,1,NA
"8089","ander","Gadget",1,NA,NA,1,NA
"8090","effektiv","Gefängnis",1,NA,NA,1,NA
"8091","⬜️‼","️",1,NA,NA,1,NA
"8092","neu","Band|Bande",1,NA,NA,1,NA
"8093","radikal","Klimaschutz",1,NA,NA,1,NA
"8094","Folge","geleitet",1,NA,NA,1,NA
"8095","geleitet","Veranstaltung",1,NA,NA,1,NA
"8096","Mobilität","intelligent",1,NA,NA,1,NA
"8097","intelligent","vernetzt",1,NA,NA,1,NA
"8098","energetisch","Zwischenspeicher",1,NA,NA,1,NA
"8099","vernetzten","Haus",1,NA,NA,1,NA
"8100","Strom","ausgetauscht",1,NA,NA,1,NA
"8101","ausgetauscht","bzw",1,NA,NA,1,NA
"8102","smart","Straßenlaternen",1,NA,NA,1,NA
"8103","smart","Pfosten",1,NA,NA,1,NA
