"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"1734","combustion","interne",1,NA,1,NA,NA
"1735","événement","météorologique",1,NA,1,NA,NA
"1736","météorologique","négatif",1,NA,1,NA,NA
"1737","outil","restrictif",1,NA,1,NA,NA
"1738","août","dernier",1,NA,1,NA,NA
"1739","même","façon",1,NA,1,NA,NA
"1740","pompier","pyromane",1,NA,1,NA,NA
"1741","filière","énergétique",1,NA,1,NA,NA
"1742","faux","solution",1,NA,1,NA,NA
"1743","ministre","suisse",1,NA,1,NA,NA
"1744","douche","ensemble",1,NA,1,NA,NA
"1745","nouveau","pénurie",1,NA,1,NA,NA
"1746","conseil","fédéral",1,NA,1,NA,NA
"1747","fédéral","suisse",1,NA,1,NA,NA
"1748","canal","info",1,NA,1,NA,NA
"1749","solidarité","logement",1,NA,1,NA,NA
"1750","revenu","potentiel",1,NA,1,NA,NA
"1751","continent","privatif",1,NA,1,NA,NA
"1752","contrôle","antipathique",1,NA,1,NA,NA
"1753","université","français",1,NA,1,NA,NA
"1754","vulgaire","chambre",1,NA,1,NA,NA
"1755","chambre","vide",1,NA,1,NA,NA
"1756","discours","officiel",1,NA,1,NA,NA
"1757","soi-diser","pénurie",1,NA,1,NA,NA
"1758","new","viraître",1,NA,1,NA,NA
"1759","objectif","bidon",1,NA,1,NA,NA
"1760","défense","énergétique",1,NA,1,NA,NA
"1761","gros","nuage",1,NA,1,NA,NA
"1762","nuage","chimique",1,NA,1,NA,NA
"1763","méchant","russe",1,NA,1,NA,NA
"1764","manque","cruel",1,NA,1,NA,NA
"1765","village","inondé",1,NA,1,NA,NA
"1766","superbe","place",1,NA,1,NA,NA
"1767","voiture","nucléaire",1,NA,1,NA,NA
"1768","métal","rare",1,NA,1,NA,NA
"1769","futur","voiture",1,NA,1,NA,NA
"1770","voiture","thermique",1,NA,1,NA,NA
"1771","dépense","énergétique",1,NA,1,NA,NA
"1772","pays","arabe",1,NA,1,NA,NA
"1773","vie","ukrainien",1,NA,1,NA,NA
"1774","nouveau","admin",1,NA,1,NA,NA
"1775","conseil","mondial",1,NA,1,NA,NA
"1776","récent","développement",1,NA,1,NA,NA
"1777","restriction","énergétique",1,NA,1,NA,NA
"1778","énergétique","drastique",1,NA,1,NA,NA
"1779","jour","pic",1,NA,1,NA,NA
"1780","hanter","jour",1,NA,1,NA,NA
"1781","confession","libre",1,NA,1,NA,NA
"1782","conscience","tranquille",1,NA,1,NA,NA
"1783","désinformateur","professionnel",1,NA,1,NA,NA
"1784","explication","mensonger",1,NA,1,NA,NA
"1785","famine","organiser",1,NA,1,NA,NA
"1786","président","illégitime",1,NA,1,NA,NA
"1787","glace","arctique",1,NA,1,NA,NA
"1788","intervention","dramatique",1,NA,1,NA,NA
"1789","fourir","hein",1,NA,1,NA,NA
"1790","️Verrouillage","climatique",1,NA,1,NA,NA
"1791","menace","majeur",1,NA,1,NA,NA
"1792","climatique","actuel",1,NA,1,NA,NA
"1793","réel","changement",1,NA,1,NA,NA
"1794","changement","positif",1,NA,1,NA,NA
"1795","Victoire","mondialiste",1,NA,1,NA,NA
"1796","manifestation","extérieur",1,NA,1,NA,NA
"1797","état","sage",1,NA,1,NA,NA
"1798","sûr","partie",1,NA,1,NA,NA
"1799","mensonge","traditionnel",1,NA,1,NA,NA
"1800","température","estival",1,NA,1,NA,NA
"1801","été","chaud",1,NA,1,NA,NA
"1802","département","sud",1,NA,1,NA,NA
"1803","panique","climatique",1,NA,1,NA,NA
"1804","courant","dominant",1,NA,1,NA,NA
"1805","mort","américain",1,NA,1,NA,NA
"1806","site","naturel",1,NA,1,NA,NA
"1807","green","pass",1,NA,1,NA,NA
"1808","raison","climatique",1,NA,1,NA,NA
"1809","fdp","mondialiste",1,NA,1,NA,NA
"1810","mondialiste","génocidaire",1,NA,1,NA,NA
"1811","autre","être",1,NA,1,NA,NA
"1812","être","vivant",1,NA,1,NA,NA
"1813","prétendu","crise",1,NA,1,NA,NA
"1814","prochain","prison",1,NA,1,NA,NA
"1815","décret","vaccinal",1,NA,1,NA,NA
"1816","Confinement","perpétuel",1,NA,1,NA,NA
"1817","Nouveau","monde",1,NA,1,NA,NA
"1818","moyen","proche",1,NA,1,NA,NA
"1819","conclusion","principal",1,NA,1,NA,NA
"1820","collaboration","étroit",1,NA,1,NA,NA
"1821","événement","public",1,NA,1,NA,NA
"1822","nombreux","présidence",1,NA,1,NA,NA
"1823","présidence","précédent",1,NA,1,NA,NA
"1824","porte","tournant",1,NA,1,NA,NA
"1825","équipe","parisien",1,NA,1,NA,NA
"1826","représentation","français",1,NA,1,NA,NA
"1827","confusion","dangereux",1,NA,1,NA,NA
"1828","intérêt","public",1,NA,1,NA,NA
"1829","proposition","législatif",1,NA,1,NA,NA
"1830","politique","crucial",1,NA,1,NA,NA
"1831","paquet","climat",1,NA,1,NA,NA
"1832","législation","européen",1,NA,1,NA,NA
"1833","européen","existant",1,NA,1,NA,NA
"1834","nouveau","objectif",1,NA,1,NA,NA
"1835","objectif","européen",1,NA,1,NA,NA
"1836","réduction","minimal",1,NA,1,NA,NA
"1837","loi","européen",1,NA,1,NA,NA
"1838","autre","législation",1,NA,1,NA,NA
"1839","autre","nouvelle",1,NA,1,NA,NA
"1840","nouvelle","initiative",1,NA,1,NA,NA
"1841","élimination","net",1,NA,1,NA,NA
"1842","instrument","financier",1,NA,1,NA,NA
"1843","pass","vaccinal",1,NA,1,NA,NA
"1844","chère","impertinent",1,NA,1,NA,NA
"1845","cher","impertinent",1,NA,1,NA,NA
"1846","seul","instant",1,NA,1,NA,NA
"1847","pénible","Khmer",1,NA,1,NA,NA
"1848","Khmer","vert",1,NA,1,NA,NA
"1849","mesure","climatique",1,NA,1,NA,NA
"1850","différent","post",1,NA,1,NA,NA
"1851","compagnie","international",1,NA,1,NA,NA
"1852","engagement","commun",1,NA,1,NA,NA
"1853","source","vidéo",1,NA,1,NA,NA
"1854","grand","épisode",1,NA,1,NA,NA
"1855","solution","drastique",1,NA,1,NA,NA
"1856","fort","baisse",1,NA,1,NA,NA
"1857","carte","écolo",1,NA,1,NA,NA
"1858","faux","sécurité",1,NA,1,NA,NA
"1859","agenda","climatique",1,NA,1,NA,NA
"1860","taxe","mondial",1,NA,1,NA,NA
"1861","autre","virus",1,NA,1,NA,NA
"1862","arme","climatique",1,NA,1,NA,NA
"1863","transport","maritime",1,NA,1,NA,NA
"1864","raison","farfelu",1,NA,1,NA,NA
"1865","vie","public",1,NA,1,NA,NA
"1866","climat","menace",1,NA,1,NA,NA
"1867","nouveau","classe",1,NA,1,NA,NA
"1868","décideur","politique",1,NA,1,NA,NA
"1869","circonstance","indépendant",1,NA,1,NA,NA
"1870","capacité","énergétique",1,NA,1,NA,NA
"1871","nombreux","personnalité",1,NA,1,NA,NA
"1872","personnalité","influent",1,NA,1,NA,NA
"1873","https://compactmag.com/article/climate-lockdowns-are-here","traduction",1,NA,1,NA,NA
"1874","politique","autoritaire",1,NA,1,NA,NA
"1875","condition","météorologique",1,NA,1,NA,NA
"1876","nouveau","thème",1,NA,1,NA,NA
"1877","vidéo","promotionnel",1,NA,1,NA,NA
"1878","dernier","mini-promotion",1,NA,1,NA,NA
"1879","réseau","financier",1,NA,1,NA,NA
"1880","hiver","rude",1,NA,1,NA,NA
"1881","confinement","grippal",1,NA,1,NA,NA
"1882","social","chinois",1,NA,1,NA,NA
"1883","catastrophe","naturel",1,NA,1,NA,NA
"1884","gouvernement","étranger",1,NA,1,NA,NA
"1885","terrorisme","intérieur",1,NA,1,NA,NA
"1886","force","millitaire",1,NA,1,NA,NA
"1887","millitaire","privé",1,NA,1,NA,NA
"1888","religion","techno-sanitaire",1,NA,1,NA,NA
"1889","autre","peuple",1,NA,1,NA,NA
"1890","analyse","quotidien",1,NA,1,NA,NA
"1891","actualité","mondial",1,NA,1,NA,NA
"1892","prochain","lockdown",1,NA,1,NA,NA
"1893","cyber","pandémie",1,NA,1,NA,NA
"1894","sécheresse","actuel",1,NA,1,NA,NA
"1895","mauvais","récolte",1,NA,1,NA,NA
"1896","2ême","guerre",1,NA,1,NA,NA
"1897","intérêt","économique",1,NA,1,NA,NA
"1898","opportunité","exceptionnel",1,NA,1,NA,NA
"1899","seul","responsable",1,NA,1,NA,NA
"1900","enfermement","climatique",1,NA,1,NA,NA
"1901","récent","sondage",1,NA,1,NA,NA
"1902","nouveau","action",1,NA,1,NA,NA
"1903","autre","solution",1,NA,1,NA,NA
"1904","DEFCON1","non-nucléaire",1,NA,1,NA,NA
"1905","rapide","test",1,NA,1,NA,NA
"1906","recherche","avancé",1,NA,1,NA,NA
"1907","citoyen","américain",1,NA,1,NA,NA
"1908","apprentissage","automatique",1,NA,1,NA,NA
"1909","même","proportion",1,NA,1,NA,NA
"1910","anti-confinement","climatique",1,NA,1,NA,NA
"1911","exemple","hitorique",1,NA,1,NA,NA
"1912","mouvement","minoritaire",1,NA,1,NA,NA
"1913","minoritaire","comme",1,NA,1,NA,NA
"1914","révolutionnaires","américains",1,NA,1,NA,NA
"1915","alliance","civil",1,NA,1,NA,NA
"1916","civil","international",1,NA,1,NA,NA
"1917","sujet","révolutionnaire",1,NA,1,NA,NA
"1918","carbone","entrant",1,NA,1,NA,NA
"1919","principal","résultat",1,NA,1,NA,NA
"1920","post","malencontreux",1,NA,1,NA,NA
"1921","institution","dominant",1,NA,1,NA,NA
"1922","think-tank","international",1,NA,1,NA,NA
"1923","média","réactionnaire",1,NA,1,NA,NA
"1924","phénomène","récent",1,NA,1,NA,NA
"1925","groupe","marginal",1,NA,1,NA,NA
"1926","citation","trompeux",1,NA,1,NA,NA
"1927","cadre","pré-existant",1,NA,1,NA,NA
"1928","guerre","culturel",1,NA,1,NA,NA
"1929","ramification","national",1,NA,1,NA,NA
"1930","blogueur","marginal",1,NA,1,NA,NA
"1931","tragédie","autoritaire",1,NA,1,NA,NA
"1932","autoritaire","imminent",1,NA,1,NA,NA
"1933","tel","conception",1,NA,1,NA,NA
"1934","mouvement","conspirationniste",1,NA,1,NA,NA
"1935","fameux","culte",1,NA,1,NA,NA
"1936","article","anti-conspirationniste",1,NA,1,NA,NA
"1937","objectif","principal",1,NA,1,NA,NA
"1938","dynamique","socio-politique",1,NA,1,NA,NA
"1939","principal","promoteur",1,NA,1,NA,NA
"1940","autre","groupe",1,NA,1,NA,NA
"1941","possible","influence",1,NA,1,NA,NA
"1942","température","printanier",1,NA,1,NA,NA
"1943","augmentation","global",1,NA,1,NA,NA
"1944","température","global",1,NA,1,NA,NA
"1945","avril","dernier",1,NA,1,NA,NA
"1946","agriculteur","français",1,NA,1,NA,NA
"1947","période","chaud",1,NA,1,NA,NA
"1948","nouveau","donne",1,NA,1,NA,NA
"1949","secteur","économique",1,NA,1,NA,NA
"1950","même","combat",1,NA,1,NA,NA
"1951","limite","énergétique",1,NA,1,NA,NA
"1952","quotidien","présent",1,NA,NA,1,NA
"1953","énergie","spirituel",1,NA,NA,1,NA
"1954","dernier","brouillon",1,NA,NA,1,NA
"1955","brouillon","zero",1,NA,NA,1,NA
"1956","comité","indépendant",1,NA,NA,1,NA
"1957","autre","comité",1,NA,NA,1,NA
"1958","principe","général",1,NA,NA,1,NA
"1959","droit","souverain",1,NA,NA,1,NA
"1960","organisation","régional",1,NA,NA,1,NA
"1961","intégration","économique",1,NA,NA,1,NA
"1962","confirmation","formel",1,NA,NA,1,NA
"1963","dépositaire","article",1,NA,NA,1,NA
"1964","institution","spécialisé",1,NA,NA,1,NA
"1965","État","membre",1,NA,NA,1,NA
"1966","instrument","juridique",1,NA,NA,1,NA
"1967","décision","nécessaire",1,NA,NA,1,NA
"1968","organe","suivant",1,NA,NA,1,NA
"1969","éventuel","non-conformité",1,NA,NA,1,NA
"1970","expert","indépendant",1,NA,NA,1,NA
"1971","brouillon","zéro",1,NA,NA,1,NA
"1972","suicide","économique",1,NA,NA,1,NA
"1973","dépendance","financier",1,NA,NA,1,NA
"1974","limite","urbain",1,NA,NA,1,NA
"1975","déplacement","traduction",1,NA,NA,1,NA
"1976","parfait","exemple",1,NA,NA,1,NA
"1977","nouveau","approche",1,NA,NA,1,NA
"1978","éclairage","urbain",1,NA,NA,1,NA
"1979","objet","neutre",1,NA,NA,1,NA
"1980","multiple","fonctionnalité",1,NA,NA,1,NA
"1981","simple","éclairage",1,NA,NA,1,NA
"1982","même","infrastructure",1,NA,NA,1,NA
"1983","infrastructure","prêt",1,NA,NA,1,NA
"1984","éclairage","intelligent",1,NA,NA,1,NA
"1985","assistance","parking",1,NA,NA,1,NA
"1986","réseau","fiable",1,NA,NA,1,NA
"1987","vrai","raison",1,NA,NA,1,NA
"1988","même","raison",1,NA,NA,1,NA
"1989","autre","choix",1,NA,NA,1,NA
"1990","mouvement","restreindre",1,NA,NA,1,NA
"1991","résistance","actif",1,NA,NA,1,NA
"1992","seul","espoir",1,NA,NA,1,NA
"1993","prétexte","climatique",1,NA,NA,1,NA
"1994","mobilité","multimodal",1,NA,NA,1,NA
"1995","multimodal","durable",1,NA,NA,1,NA
"1996","besoin","pressant",1,NA,NA,1,NA
"1997","solution","durable",1,NA,NA,1,NA
"1998","empire","mondialiste",1,NA,NA,1,NA
"1999","école","secondaire",1,NA,NA,1,NA
"2000","risque","aquatique",1,NA,NA,1,NA
"2001","mécanique","infernal",1,NA,NA,1,NA
"2002","paysage","urbain",1,NA,NA,1,NA
"2003","urbain","français",1,NA,NA,1,NA
"2004","vieux","moteur",1,NA,NA,1,NA
"2005","moteur","diesel",1,NA,NA,1,NA
"2006","autre","agglomération",1,NA,NA,1,NA
"2007","premier","communiste",1,NA,NA,1,NA
"2008","communiste","agir",1,NA,NA,1,NA
"2009","texte","proclamer",1,NA,NA,1,NA
"2010","association","politique",1,NA,NA,1,NA
"2011","droit","naturel",1,NA,NA,1,NA
"2012","droit","inviolable",1,NA,NA,1,NA
"2013","bon","petit",1,NA,NA,1,NA
"2014","petit","soldat",1,NA,NA,1,NA
"2015","lourd","amende",1,NA,NA,1,NA
"2016","émission","arbitraire",1,NA,NA,1,NA
"2017","promote","human",1,NA,NA,1,NA
"2018","human","autonomy",1,NA,NA,1,NA
"2019","They","wer",1,NA,NA,1,NA
"2020","wer","you",1,NA,NA,1,NA
"2021","you","crammed",1,NA,NA,1,NA
"2022","crammed","into",1,NA,NA,1,NA
"2023","vrai","militant",1,NA,NA,1,NA
"2024","écologiste","français",1,NA,NA,1,NA
"2025","petit","communauté",1,NA,NA,1,NA
"2026","vie","autonome",1,NA,NA,1,NA
"2027","anti","système",1,NA,NA,1,NA
"2028","ami","anglophone",1,NA,NA,1,NA
"2029","an","autonomous",1,NA,NA,1,NA
"2030","«cellule","anti-ZAD",1,NA,NA,1,NA
"2031","her","doe",1,NA,NA,1,NA
"2032","doe","not",1,NA,NA,1,NA
"2033","not","wer",1,NA,NA,1,NA
"2034","objet","/corps",1,NA,NA,1,NA
"2035","doctrine","alternatif",1,NA,NA,1,NA
"2036","feu","rouge",1,NA,NA,1,NA
"2037","grand","fan",1,NA,NA,1,NA
"2038","manifs…le","gens",1,NA,NA,1,NA
"2039","quartier","st",1,NA,NA,1,NA
"2040","caméra","d",1,NA,NA,1,NA
"2041","caméra","seul",1,NA,NA,1,NA
"2042","minute","prêt",1,NA,NA,1,NA
"2043","is","chairman",1,NA,NA,1,NA
"2044","this","weekend",1,NA,NA,1,NA
"2045","weekend","that",1,NA,NA,1,NA
"2046","that","he",1,NA,NA,1,NA
"2047","he","has",1,NA,NA,1,NA
"2048","véhicule","supplémentaire",1,NA,NA,1,NA
"2049","taxe","journalière",1,NA,NA,1,NA
"2050","futur","système",1,NA,NA,1,NA
"2051","air","pur",1,NA,NA,1,NA
"2052","futur","appartement",1,NA,NA,1,NA
"2053","contrôler","total",1,NA,NA,1,NA
"2054","mouvement","messianique",1,NA,NA,1,NA
"2055","messianique","juif",1,NA,NA,1,NA
"2056","bâtiment","occulte",1,NA,NA,1,NA
"2057","3ème","guerre",1,NA,NA,1,NA
"2058","amende","exorbitant",1,NA,NA,1,NA
"2059","émission","minimal",1,NA,NA,1,NA
"2060","ballon","espion",1,NA,NA,1,NA
"2061","espion","chinois",1,NA,NA,1,NA
"2062","deuxième","ballon",1,NA,NA,1,NA
"2063","faux","récit",1,NA,NA,1,NA
"2064","prochain","prise",1,NA,NA,1,NA
"2065","nombreux","déclaration",1,NA,NA,1,NA
"2066","lautre","sens",1,NA,NA,1,NA
"2067","contre","courant",1,NA,NA,1,NA
"2068","courant","nest",1,NA,NA,1,NA
"2069","gens","d",1,NA,NA,1,NA
"2070","explosion","nucleaire",1,NA,NA,1,NA
"2071","vide","dactivité",1,NA,NA,1,NA
"2072","dactivité","humain",1,NA,NA,1,NA
"2073","psyop","yen",1,NA,NA,1,NA
"2074","tt","sorte",1,NA,NA,1,NA
"2075","visée","different",1,NA,NA,1,NA
"2076","mars","2023 14e",1,NA,NA,1,NA
"2077","coopération","numérique",1,NA,NA,1,NA
"2078","monde","numérique",1,NA,NA,1,NA
"2079","nouveau","religion",1,NA,NA,1,NA
"2080","sécurité","national",1,NA,NA,1,NA
"2081","premier","guerre",1,NA,NA,1,NA
"2082","même","banquier",1,NA,NA,1,NA
"2083","transition","intérieur",1,NA,NA,1,NA
"2084","voyage","chamanique",1,NA,NA,1,NA
"2085","vision","holistique",1,NA,NA,1,NA
"2086","´autre","sujet",1,NA,NA,1,NA
"2087","dernier","événement",1,NA,NA,1,NA
"2088","faux","ovni",1,NA,NA,1,NA
"2089","produit","toxique",1,NA,NA,1,NA
"2090","autre","sujet",1,NA,NA,1,NA
"2091","régime","insectivore",1,NA,NA,1,NA
"2092","potentiel","volonté",1,NA,NA,1,NA
"2093","petit","chronique",1,NA,NA,1,NA
"2094","chronique","satirique",1,NA,NA,1,NA
"2095","lumière","éventuel",1,NA,NA,1,NA
"2096","´une","cagnotte",1,NA,NA,1,NA
"2097","cagnotte","douteux",1,NA,NA,1,NA
"2098","´influvoleux","poupette",1,NA,NA,1,NA
"2099","lignée","semblable",1,NA,NA,1,NA
"2100","recemment","et",1,NA,NA,1,NA
"2101","dispositif","ingéré",1,NA,NA,1,NA
"2102","seul","santé",1,NA,NA,1,NA
"2103","interface","homme-animal-environnement",1,NA,NA,1,NA
"2104","faune","sauvage",1,NA,NA,1,NA
"2105","infectieux","émergent",1,NA,NA,1,NA
"2106","pathogène","zoonotique",1,NA,NA,1,NA
"2107","approche","unique",1,NA,NA,1,NA
"2108","initiative","existant",1,NA,NA,1,NA
"2109","supposé","cause",1,NA,NA,1,NA
"2110","obligation","légal",1,NA,NA,1,NA
"2111","accès","suffisant",1,NA,NA,1,NA
"2112","autre","nécessité",1,NA,NA,1,NA
"2113","comité","consultatif",1,NA,NA,1,NA
"2114","consultatif","indépendant",1,NA,NA,1,NA
"2115","cadre","juridique",1,NA,NA,1,NA
"2116","grave","lacune",1,NA,NA,1,NA
"2117","propriété","intellectuel",1,NA,NA,1,NA
"2118","propriété","intellectuelle",1,NA,NA,1,NA
"2119","nouveau","produit",1,NA,NA,1,NA
"2120","produit","médical",1,NA,NA,1,NA
"2121","Réglement","sanitaire",1,NA,NA,1,NA
"2122","tel","certitude",1,NA,NA,1,NA
"2123","simple","arrogance",1,NA,NA,1,NA
"2124","théorie","scientifique",1,NA,NA,1,NA
"2125","ère","glaciaire",1,NA,NA,1,NA
"2126","démocide","mondial",1,NA,NA,1,NA
"2127","outil","indispensable",1,NA,NA,1,NA
"2128","équipement","urbain",1,NA,NA,1,NA
"2129","collectivité","territorial",1,NA,NA,1,NA
"2130","action","public",1,NA,NA,1,NA
"2131","gouvernance","local",1,NA,NA,1,NA
"2132","open","innovation",1,NA,NA,1,NA
"2133","informatique","https://www.lemondeinformatique.fr/actualites/lire-smart-city-dijon-metropole-cherche-start-ups-pour-inventorier-le-patrimoine-arbore-87841.html",1,NA,NA,1,NA
"2134","informatique","https://www.cio-online.com/actualites/lire-la-ville-sera-intelligente-ou-videe-de-ses-habitants-12413.html",1,NA,NA,1,NA
"2135","avenir","dystopique",1,NA,NA,1,NA
"2136","sortie","officiel",1,NA,NA,1,NA
"2137","infrastructure","via",1,NA,NA,1,NA
"2138","cantine","collectif",1,NA,NA,1,NA
"2139","salaire","disparurent",1,NA,NA,1,NA
"2140","criminel","psychopathe",1,NA,NA,1,NA
"2141","designer","urbain",1,NA,NA,1,NA
"2142","urbain","progressiste",1,NA,NA,1,NA
"2143","propre","section",1,NA,NA,1,NA
"2144","produire","laitier",1,NA,NA,1,NA
"2145","nouveau","vêtement",1,NA,NA,1,NA
"2146","PDG","adjoint",1,NA,NA,1,NA
"2147","ville","futuriste",1,NA,NA,1,NA
"2148","conception","urbain",1,NA,NA,1,NA
"2149","endroit","présenter",1,NA,NA,1,NA
"2150","premier","module",1,NA,NA,1,NA
"2151","projet","générationnel",1,NA,NA,1,NA
"2152","attrait","intemporel",1,NA,NA,1,NA
"2153","futuriste","remplie",1,NA,NA,1,NA
"2154","traffic","automobile",1,NA,NA,1,NA
"2155","https://mobile.twitter.com/cerumol/status/1611872722581159939/mediaViewer?currentTweet=1611872722581159939&currentTweetUser=cerumol","traduction",1,NA,NA,1,NA
"2156","gouvernance","technologique",1,NA,NA,1,NA
"2157","grand","initiative",1,NA,NA,1,NA
"2158","manière","éthique",1,NA,NA,1,NA
"2159","start","ups",1,NA,NA,1,NA
"2160","nombreux","initiative",1,NA,NA,1,NA
"2161","industrie","culturel",1,NA,NA,1,NA
"2162","réseau","maillé",1,NA,NA,1,NA
"2163","internet","personnel",1,NA,NA,1,NA
"2164","partenaire","privé",1,NA,NA,1,NA
"2165","nouveau","ville",1,NA,NA,1,NA
"2166","couple","infertile",1,NA,NA,1,NA
"2167","seul","bâtiment",1,NA,NA,1,NA
"2168","rythme","cardiaque",1,NA,NA,1,NA
"2169","pression","artériel",1,NA,NA,1,NA
"2170","futur","parent",1,NA,NA,1,NA
"2171","cordon","ombilical",1,NA,NA,1,NA
"2172","gamme","commercial",1,NA,NA,1,NA
"2173","version","original",1,NA,NA,1,NA
"2174","clic","droit",1,NA,NA,1,NA
"2175","utérus","artificiel",1,NA,NA,1,NA
"2176","vie","humain",1,NA,NA,1,NA
"2177","distanciation","covid",1,NA,NA,1,NA
"2178","biologique","américain",1,NA,NA,1,NA
"2179","ADN","spécifique",1,NA,NA,1,NA
"2180","projet","européen",1,NA,NA,1,NA
"2181","mad","max",1,NA,NA,1,NA
"2182","armée","français",1,NA,NA,1,NA
"2183","connection","permanent",1,NA,NA,1,NA
"2184","neutron","rapide",1,NA,NA,1,NA
"2185","réacteur","actuel",1,NA,NA,1,NA
"2186","pouvoir","régalien",1,NA,NA,1,NA
"2187","État","algérien",1,NA,NA,1,NA
"2188","mondialisme","nazi",1,NA,NA,1,NA
"2189","nazi","oligarchique",1,NA,NA,1,NA
"2190","oligarchique","développement",1,NA,NA,1,NA
"2191","mot","clef",1,NA,NA,1,NA
"2192","fils","conducteur",1,NA,NA,1,NA
"2193","poussier","intelligent",1,NA,NA,1,NA
"2194","recherche","nucléaire",1,NA,NA,1,NA
"2195","ADN","innovation",1,NA,NA,1,NA
"2196","innovation","français",1,NA,NA,1,NA
"2197","4e","révolution",1,NA,NA,1,NA
"2198","language","mainstream",1,NA,NA,1,NA
"2199","écran","central",1,NA,NA,1,NA
"2200","mois",",le",1,NA,NA,1,NA
"2201",",le","nb",1,NA,NA,1,NA
"2202","mauvais","pressentiment",1,NA,NA,1,NA
"2203","behavioral","sink",1,NA,NA,1,NA
"2204","égout","comportemental",1,NA,NA,1,NA
"2205","frustration","important",1,NA,NA,1,NA
"2206","fait","déconnecter",1,NA,NA,1,NA
"2207","compteur","analogique",1,NA,NA,1,NA
"2208","conducteur","français",1,NA,NA,1,NA
"2209","véritable","bombe",1,NA,NA,1,NA
"2210","colère","légitime",1,NA,NA,1,NA
"2211","désert","médical",1,NA,NA,1,NA
"2212","nouveau","charge",1,NA,NA,1,NA
"2213","contrôle","automatique",1,NA,NA,1,NA
"2214","amend","surprise",1,NA,NA,1,NA
"2215","chauffeur","routier",1,NA,NA,1,NA
"2216","routier","français",1,NA,NA,1,NA
"2217","ménage","modeste",1,NA,NA,1,NA
"2218","mesure","injuste",1,NA,NA,1,NA
"2219","péage","urbain",1,NA,NA,1,NA
"2220","véhicule","interdit",1,NA,NA,1,NA
"2221","complot","mondial",1,NA,NA,1,NA
"2222","️Conférence","hallucinant",1,NA,NA,1,NA
"2223","information","crucial",1,NA,NA,1,NA
"2224","plan","démoniaque",1,NA,NA,1,NA
"2225","oligarchie","financier",1,NA,NA,1,NA
"2226","smart","tool",1,NA,NA,1,NA
"2227","concentration","ouvert",1,NA,NA,1,NA
"2228","habitation","individuel",1,NA,NA,1,NA
"2229","habitat","vertical",1,NA,NA,1,NA
"2230","banlieue","australien",1,NA,NA,1,NA
"2231","Australian","suburb",1,NA,NA,1,NA
"2232","zéro","net",1,NA,NA,1,NA
"2233","net","carbone",1,NA,NA,1,NA
"2234","boucle","fermé",1,NA,NA,1,NA
"2235","alerte","article",1,NA,NA,1,NA
"2236","téléphone","portable",1,NA,NA,1,NA
"2237","place","progressif",1,NA,NA,1,NA
"2238","émission","mobilité",1,NA,NA,1,NA
"2239","dispositif","technique",1,NA,NA,1,NA
"2240","communiqué","officiel",1,NA,NA,1,NA
"2241","caméra","automatique",1,NA,NA,1,NA
"2242","caractéristique","technique",1,NA,NA,1,NA
"2243","périphérique","victime",1,NA,NA,1,NA
"2244","victime","collatéral",1,NA,NA,1,NA
"2245","nouveau","fois",1,NA,NA,1,NA
"2246","actif","extérieur",1,NA,NA,1,NA
"2247","nombreux","point",1,NA,NA,1,NA
"2248","tribune","collectif",1,NA,NA,1,NA
"2249","gouffre","énergétique",1,NA,NA,1,NA
"2250","déconsommation","énergétique",1,NA,NA,1,NA
"2251","énergétique","global",1,NA,NA,1,NA
"2252","intensité","énergétique",1,NA,NA,1,NA
"2253","ressource","naturel",1,NA,NA,1,NA
"2254","énergie","final",1,NA,NA,1,NA
"2255","précaire","résilience",1,NA,NA,1,NA
"2256","autre","registre",1,NA,NA,1,NA
"2257","ville","ultra-dense",1,NA,NA,1,NA
"2258","effet","délétère",1,NA,NA,1,NA
"2259","ville","minéral",1,NA,NA,1,NA
"2260","nuisance","sonore",1,NA,NA,1,NA
"2261","ville","moyen",1,NA,NA,1,NA
"2262","profil","type",1,NA,NA,1,NA
"2263","taille","humain",1,NA,NA,1,NA
"2264","transport","doux",1,NA,NA,1,NA
"2265","commun","confortable",1,NA,NA,1,NA
"2266","propre","flux",1,NA,NA,1,NA
"2267","flux","physique",1,NA,NA,1,NA
"2268","espace","bâti",1,NA,NA,1,NA
"2269","premier","condition",1,NA,NA,1,NA
"2270","rentabilité","financier",1,NA,NA,1,NA
"2271","inéluctable","raréfaction",1,NA,NA,1,NA
"2272","circuit","court",1,NA,NA,1,NA
"2273","trame","vert",1,NA,NA,1,NA
"2274","meilleur","adaptation",1,NA,NA,1,NA
"2275","vivant","indispensable",1,NA,NA,1,NA
"2276","meilleur","préservation",1,NA,NA,1,NA
"2277","sanction","automatique",1,NA,NA,1,NA
"2278","objectif","crapuleux",1,NA,NA,1,NA
"2279","précédent","billet",1,NA,NA,1,NA
"2280","pauvre","hor",1,NA,NA,1,NA
"2281","ville","propre",1,NA,NA,1,NA
"2282","atmosphère","respirable",1,NA,NA,1,NA
"2283","previous","post",1,NA,NA,1,NA
"2284","few","month",1,NA,NA,1,NA
"2285","month","ago",1,NA,NA,1,NA
"2286","everything","is",1,NA,NA,1,NA
"2287","breathable","atmosphere",1,NA,NA,1,NA
"2288","since","that",1,NA,NA,1,NA
"2289","that","is",1,NA,NA,1,NA
"2290","cynisme","absolu",1,NA,NA,1,NA
