"","term1","term2","cooc","fifteen_minutes","climate_lockdown","ulez","insect"
"10003","auf","der",1,NA,NA,1,NA
"10004","city","fathers",1,NA,NA,1,NA
"10005","fantastic","way",1,NA,NA,1,NA
"10006","we","public",1,NA,NA,1,NA
"10007","globalist","trickery",1,NA,NA,1,NA
"10008","mass","migration",1,NA,NA,1,NA
"10009","effective","resistance",1,NA,NA,1,NA
"10010","much","better",1,NA,NA,1,NA
"10011","better","instinct",1,NA,NA,1,NA
"10012","vaccine","stuff",1,NA,NA,1,NA
"10013","Myopic","fool",1,NA,NA,1,NA
"10014","good","thinking",1,NA,NA,1,NA
"10015","acronym","S.m.a.r.t",1,NA,NA,1,NA
"10016","urveillance","m",1,NA,NA,1,NA
"10017","analysis","r",1,NA,NA,1,NA
"10018","solar","power",1,NA,NA,1,NA
"10019","special","type",1,NA,NA,1,NA
"10020","electric","shuttle",1,NA,NA,1,NA
"10021","elderly","people",1,NA,NA,1,NA
"10022","first","home",1,NA,NA,1,NA
"10023","energy","harvest",1,NA,NA,1,NA
"10024","harvest","human",1,NA,NA,1,NA
"10025","injured","city",1,NA,NA,1,NA
"10026","human","energy",1,NA,NA,1,NA
"10027","storage","system",1,NA,NA,1,NA
"10028","various","human",1,NA,NA,1,NA
"10029","various","vehicle",1,NA,NA,1,NA
"10030","vehicle","application",1,NA,NA,1,NA
"10031","piezoelectic","device",1,NA,NA,1,NA
"10032","energy","generate",1,NA,NA,1,NA
"10033","generate","device",1,NA,NA,1,NA
"10034","suitable","electrical",1,NA,NA,1,NA
"10035","various","device",1,NA,NA,1,NA
"10036","alternate","embodiment",1,NA,NA,1,NA
"10037","atonic","seizure",1,NA,NA,1,NA
"10038","planned","extermination",1,NA,NA,1,NA
"10039","15min","neighbourhoods",1,NA,NA,1,NA
"10040","gold","market",1,NA,NA,1,NA
"10041","lower","rate",1,NA,NA,1,NA
"10042","property","market",1,NA,NA,1,NA
"10043","defer","withdrawal",1,NA,NA,1,NA
"10044","property","fund",1,NA,NA,1,NA
"10045","neighbourhood","protest",1,NA,NA,1,NA
"10046","trap","people",1,NA,NA,1,NA
"10047","mitigate","potential",1,NA,NA,1,NA
"10048","foster","public",1,NA,NA,1,NA
"10049","research","institution",1,NA,NA,1,NA
"10050","numerous","initiative",1,NA,NA,1,NA
"10051","pioneer","city",1,NA,NA,1,NA
"10052","creative","industry",1,NA,NA,1,NA
"10053","light","double",1,NA,NA,1,NA
"10054","own","weapon",1,NA,NA,1,NA
"10055","https://rumble.com/v1wl9hk-the-final-lockdown-street-lights-that-kill-in-smart-cities-cbdc-digital-id-.html","T.me/AgentsOfTruth",1,NA,NA,1,NA
"10056","Australian","Councils",1,NA,NA,1,NA
"10057","Observable","progress",1,NA,NA,1,NA
"10058","land","owner",1,NA,NA,1,NA
"10059","fire","zones",1,NA,NA,1,NA
"10060","huge","increase",1,NA,NA,1,NA
"10061","movement","sensors",1,NA,NA,1,NA
"10062","bloody","thing",1,NA,NA,1,NA
"10063","project","manager",1,NA,NA,1,NA
"10064","new","light",1,NA,NA,1,NA
"10065","operate","cost",1,NA,NA,1,NA
"10066","other","institution",1,NA,NA,1,NA
"10067","personnel","change",1,NA,NA,1,NA
"10068","senior","level",1,NA,NA,1,NA
"10069","Council","activity",1,NA,NA,1,NA
"10070","s[","ubstack",1,NA,NA,1,NA
"10071","complottheorieën","🤮",1,NA,NA,1,NA
"10072","more","simpler",1,NA,NA,1,NA
"10073","simpler","answer",1,NA,NA,1,NA
"10074","latest","plan",1,NA,NA,1,NA
"10075","worst","assault",1,NA,NA,1,NA
"10076","overwhelming","objection",1,NA,NA,1,NA
"10077","ruinous","bill",1,NA,NA,1,NA
"10078","regional","mayor",1,NA,NA,1,NA
"10079","best","public",1,NA,NA,1,NA
"10080","outer","borough",1,NA,NA,1,NA
"10081","reliant","suburb",1,NA,NA,1,NA
"10082","rural","villag",1,NA,NA,1,NA
"10083","non-compliant","car",1,NA,NA,1,NA
"10084","activist","supporter",1,NA,NA,1,NA
"10085","lowest","income",1,NA,NA,1,NA
"10086","own","analysis",1,NA,NA,1,NA
"10087","analysis","show",1,NA,NA,1,NA
"10088","tax","raid",1,NA,NA,1,NA
"10089","such","people",1,NA,NA,1,NA
"10090","very","edge",1,NA,NA,1,NA
"10091","annual","drive",1,NA,NA,1,NA
"10092","drive","bill",1,NA,NA,1,NA
"10093","southeastern","train",1,NA,NA,1,NA
"10094","many","work",1,NA,NA,1,NA
"10095","many","outer",1,NA,NA,1,NA
"10096","extra","tax",1,NA,NA,1,NA
"10097","impact","assessment",1,NA,NA,1,NA
"10098","quality","benefit",1,NA,NA,1,NA
"10099","new","charge",1,NA,NA,1,NA
"10100","other","cash",1,NA,NA,1,NA
"10101","regional","mayors",1,NA,NA,1,NA
"10102","mayors","eager",1,NA,NA,1,NA
"10103","budget","deficit",1,NA,NA,1,NA
"10104","easy","cash",1,NA,NA,1,NA
"10105","cash","injection",1,NA,NA,1,NA
"10106","tenuous","task",1,NA,NA,1,NA
"10107","spending","taxpayer",1,NA,NA,1,NA
"10108","highway","robbery",1,NA,NA,1,NA
"10109","parking","charge",1,NA,NA,1,NA
"10110","enforcement","measure",1,NA,NA,1,NA
"10111","quality","concern",1,NA,NA,1,NA
"10112","target","area",1,NA,NA,1,NA
"10113","🩺healthcare","system",1,NA,NA,1,NA
"10114","entertainment","system",1,NA,NA,1,NA
"10115","SMART","Health",1,NA,NA,1,NA
"10116","Health","Cards",1,NA,NA,1,NA
"10117","digital","bank",1,NA,NA,1,NA
"10118","public","venue",1,NA,NA,1,NA
"10119","smart","experience",1,NA,NA,1,NA
"10120","city","authority",1,NA,NA,1,NA
"10121","tech","experience",1,NA,NA,1,NA
"10122","city","future",1,NA,NA,1,NA
"10123","universal","guidelines",1,NA,NA,1,NA
"10124","dystopian","coom",1,NA,NA,1,NA
"10125","coom","-pod",1,NA,NA,1,NA
"10126","ridiculous","death",1,NA,NA,1,NA
"10127","important","difference",1,NA,NA,1,NA
"10128","[e","iceberg",1,NA,NA,1,NA
"10129","Antic","waarschuwt",1,NA,NA,1,NA
"10130","waarschuwt","voor",1,NA,NA,1,NA
"10131","CITY","Alliance",1,NA,NA,1,NA
"10132","old","fart",1,NA,NA,1,NA
"10133","warm","feeling",1,NA,NA,1,NA
"10134","pound","worth",1,NA,NA,1,NA
"10135","dicky","bird",1,NA,NA,1,NA
"10136","local","environmental",1,NA,NA,1,NA
"10137","top","speed",1,NA,NA,1,NA
"10138","only","city",1,NA,NA,1,NA
"10139","wee","pizza",1,NA,NA,1,NA
"10140","pizza","party",1,NA,NA,1,NA
"10141","party","afterwards",1,NA,NA,1,NA
"10142","new","high",1,NA,NA,1,NA
"10143","full","effect",1,NA,NA,1,NA
"10144","disgusting","statement",1,NA,NA,1,NA
"10145","wrong","hand",1,NA,NA,1,NA
"10146","own","warped",1,NA,NA,1,NA
"10147","dangerous","view",1,NA,NA,1,NA
"10148","anti-medical","experiment",1,NA,NA,1,NA
"10149","deadly","mRNa",1,NA,NA,1,NA
"10150","mRNa","shot",1,NA,NA,1,NA
"10151","black","cab",1,NA,NA,1,NA
"10152","unfair","advantage",1,NA,NA,1,NA
"10153","SMART","Cities",1,NA,NA,1,NA
"10154","quality","service",1,NA,NA,1,NA
"10155","key","goal",1,NA,NA,1,NA
"10156","sure","child",1,NA,NA,1,NA
"10157","educational","institution",1,NA,NA,1,NA
"10158","word","smart",1,NA,NA,1,NA
"10159","smart","digital",1,NA,NA,1,NA
"10160","credit","style",1,NA,NA,1,NA
"10161","style","system",1,NA,NA,1,NA
"10162","farm","closure",1,NA,NA,1,NA
"10163","womb","facility",1,NA,NA,1,NA
"10164","human","baby",1,NA,NA,1,NA
"10165","change","lock",1,NA,NA,1,NA
"10166","human","factory",1,NA,NA,1,NA
"10167","factory","farm",1,NA,NA,1,NA
"10168","shine","example",1,NA,NA,1,NA
"10169","digital","gulag",1,NA,NA,1,NA
"10170","news","report",1,NA,NA,1,NA
"10171","analog","meter",1,NA,NA,1,NA
"10172","utility","company",1,NA,NA,1,NA
"10173","orwellian","&#8216",1,NA,NA,1,NA
"10174","meter","or&nbsp",1,NA,NA,1,NA
"10175","information","worth",1,NA,NA,1,NA
"10176","more","flyer",1,NA,NA,1,NA
"10177","other","topic",1,NA,NA,1,NA
"10178","full","movi[e",1,NA,NA,1,NA
"10179","video","yesterday",1,NA,NA,1,NA
"10180","largest","megalopolis",1,NA,NA,1,NA
"10181","Globalist","smart",1,NA,NA,1,NA
"10182","Cities","plan",1,NA,NA,1,NA
"10183","guest","host",1,NA,NA,1,NA
"10184","lockdown","humanity",1,NA,NA,1,NA
"10185","pair","sock",1,NA,NA,1,NA
"10186","deliberate","destruction",1,NA,NA,1,NA
"10187","civil","libertie",1,NA,NA,1,NA
"10188","code","health",1,NA,NA,1,NA
"10189","nightmare","dystopian",1,NA,NA,1,NA
"10190","dystopian","enslavement",1,NA,NA,1,NA
"10191","t.me/agentsoftruthchat","Wef",1,NA,NA,1,NA
"10192","big","megalopolis",1,NA,NA,1,NA
"10193","Australian","Senator",1,NA,NA,1,NA
"10194","15min","neighbourhood",1,NA,NA,1,NA
"10195","neighbourhood","prelude",1,NA,NA,1,NA
"10196","card","only",1,NA,NA,1,NA
"10197","only","transaction",1,NA,NA,1,NA
"10198","N","digital",1,NA,NA,1,NA
"10199","smart","lamppost",1,NA,NA,1,NA
"10200","radar","track",1,NA,NA,1,NA
"10201","grid","communication",1,NA,NA,1,NA
"10202","apr","tracking",1,NA,NA,1,NA
"10203","wave","weapon",1,NA,NA,1,NA
"10204","central","grid",1,NA,NA,1,NA
"10205","central","computer",1,NA,NA,1,NA
"10206","much","car",1,NA,NA,1,NA
"10207","behaviour","algorithm",1,NA,NA,1,NA
"10208","algorithm","judge",1,NA,NA,1,NA
"10209","digital","spending",1,NA,NA,1,NA
"10210","potential","criminal",1,NA,NA,1,NA
"10211","landing","zones",1,NA,NA,1,NA
"10212","potential","crime",1,NA,NA,1,NA
"10213","own","house",1,NA,NA,1,NA
"10214","greedy","hand",1,NA,NA,1,NA
"10215","feudal","serf",1,NA,NA,1,NA
"10216","para","military",1,NA,NA,1,NA
"10217","strict","order",1,NA,NA,1,NA
"10218","economy","gather",1,NA,NA,1,NA
"10219","Syndicate","government",1,NA,NA,1,NA
"10220","next","fake",1,NA,NA,1,NA
"10221","fake","general",1,NA,NA,1,NA
"10222","general","election",1,NA,NA,1,NA
"10223","Transhuman","digital",1,NA,NA,1,NA
"10224","digital","utopia",1,NA,NA,1,NA
"10225","other","disingenuous",1,NA,NA,1,NA
"10226","disingenuous","politician",1,NA,NA,1,NA
"10227","digital","trade",1,NA,NA,1,NA
"10228","trade","deal",1,NA,NA,1,NA
"10229","same","hymn",1,NA,NA,1,NA
"10230","hymn","sheet",1,NA,NA,1,NA
"10231","city","concentration",1,NA,NA,1,NA
"10232","hole","many",1,NA,NA,1,NA
"10233","warrior","man",1,NA,NA,1,NA
"10234","warrior","duty",1,NA,NA,1,NA
"10235","same","NGO",1,NA,NA,1,NA
"10236","glowie","mafioso",1,NA,NA,1,NA
"10237","centrist","retard",1,NA,NA,1,NA
"10238","slight","tone",1,NA,NA,1,NA
"10239","insane","policy",1,NA,NA,1,NA
"10240","safe","space",1,NA,NA,1,NA
"10241","right","-winger",1,NA,NA,1,NA
"10242","enormous","mistake",1,NA,NA,1,NA
"10243","shitlib","rage",1,NA,NA,1,NA
"10244","same","bullshit",1,NA,NA,1,NA
"10245","bullshit","reason",1,NA,NA,1,NA
"10246","meaningless","gesture",1,NA,NA,1,NA
"10247","same","range",1,NA,NA,1,NA
"10248","false","dialect",1,NA,NA,1,NA
"10249","business","enterprisis",1,NA,NA,1,NA
"10250","invasive","technocratic",1,NA,NA,1,NA
"10251","technocratic","policy",1,NA,NA,1,NA
"10252","brain","chip",1,NA,NA,1,NA
"10253","individual","person",1,NA,NA,1,NA
"10254","prime","candidate",1,NA,NA,1,NA
"10255","big","spectacle",1,NA,NA,1,NA
"10256","false","dialectic",1,NA,NA,1,NA
"10257","same","theme",1,NA,NA,1,NA
"10258","warehouse","bug",1,NA,NA,1,NA
"10259","silicon","valley",1,NA,NA,1,NA
"10260","valley","tech",1,NA,NA,1,NA
"10261","tech","expert",1,NA,NA,1,NA
"10262","camera","tech",1,NA,NA,1,NA
"10263","computer","data",1,NA,NA,1,NA
"10264","money","control",1,NA,NA,1,NA
"10265","encourage","news",1,NA,NA,1,NA
"10266","sky","scraper",1,NA,NA,1,NA
"10267","unprecedented","possibility",1,NA,NA,1,NA
"10268","network","club",1,NA,NA,1,NA
"10269","company","co-director",1,NA,NA,1,NA
"10270","close","friend",1,NA,NA,1,NA
"10271","future","boyfriend",1,NA,NA,1,NA
"10272","technology","pioneer",1,NA,NA,1,NA
"10273","peaceful","way",1,NA,NA,1,NA
"10274","Global","Issues",1,NA,NA,1,NA
"10275","basic","gist",1,NA,NA,1,NA
"10276","conservative","movement",1,NA,NA,1,NA
"10277","electricity","use",1,NA,NA,1,NA
"10278","footprint","surveillance",1,NA,NA,1,NA
"10279","new","baby",1,NA,NA,1,NA
"10280","baby","c02",1,NA,NA,1,NA
"10281","Quadrant","utility",1,NA,NA,1,NA
"10282","https://t.me/news_3dto5d","interview",1,NA,NA,1,NA
"10283","public","agency",1,NA,NA,1,NA
"10284","smart","initiative",1,NA,NA,1,NA
"10285","daily","operation",1,NA,NA,1,NA
"10286","power","cut",1,NA,NA,1,NA
"10287","satanic","murderous",1,NA,NA,1,NA
"10288","murderous","trillionaire",1,NA,NA,1,NA
"10289","slavery","camp",1,NA,NA,1,NA
"10290","last","rebellion",1,NA,NA,1,NA
"10291","dire","importance",1,NA,NA,1,NA
"10292","Important","document",1,NA,NA,1,NA
"10293","excellent","article",1,NA,NA,1,NA
"10294","article","guy",1,NA,NA,1,NA
"10295","collective","future",1,NA,NA,1,NA
"10296","data","infrastructure",1,NA,NA,1,NA
"10297","maximum","legacy",1,NA,NA,1,NA
"10298","legacy","impact",1,NA,NA,1,NA
"10299","major","infrastructure",1,NA,NA,1,NA
"10300","infrastructure","program",1,NA,NA,1,NA
"10301","digital","twin",1,NA,NA,1,NA
"10302","twin","marketplace",1,NA,NA,1,NA
"10303","collection","technology",1,NA,NA,1,NA
"10304","technology","advance",1,NA,NA,1,NA
"10305","data","gathering",1,NA,NA,1,NA
"10306","spectrum","surveillance",1,NA,NA,1,NA
"10307","wearable","sensors",1,NA,NA,1,NA
"10308","biometric","tracking",1,NA,NA,1,NA
"10309","profoundly","anti-human",1,NA,NA,1,NA
"10310","anti-human","scheme",1,NA,NA,1,NA
"10311","public","building",1,NA,NA,1,NA
"10312","circular","economie",1,NA,NA,1,NA
"10313","little","charade",1,NA,NA,1,NA
"10314","insane","energy",1,NA,NA,1,NA
"10315","energy","requirement",1,NA,NA,1,NA
"10316","child","labour",1,NA,NA,1,NA
"10317","mineral","extraction",1,NA,NA,1,NA
"10318","enormous","data",1,NA,NA,1,NA
"10319","precious","water",1,NA,NA,1,NA
"10320","major","sporting",1,NA,NA,1,NA
"10321","sporting","event",1,NA,NA,1,NA
"10322","govt","corporation",1,NA,NA,1,NA
"10323","same","folk",1,NA,NA,1,NA
"10324","other","huge",1,NA,NA,1,NA
"10325","huge","contract",1,NA,NA,1,NA
"10326","different","developer",1,NA,NA,1,NA
"10327","other","corporation",1,NA,NA,1,NA
"10328","major","pie",1,NA,NA,1,NA
"10329","Commonwealth","games",1,NA,NA,1,NA
"10330","business","killers",1,NA,NA,1,NA
"10331","govt","hate",1,NA,NA,1,NA
"10332","hate","small",1,NA,NA,1,NA
"10333","greasy","palm",1,NA,NA,1,NA
"10334","big","incestuous",1,NA,NA,1,NA
"10335","incestuous","club",1,NA,NA,1,NA
"10336","club","folk",1,NA,NA,1,NA
"10337","https://t.me/roobsflyers","hundred",1,NA,NA,1,NA
"10338","criminal","scam",1,NA,NA,1,NA
"10339","step👣","Unsecure",1,NA,NA,1,NA
"10340","Unsecure","high",1,NA,NA,1,NA
"10341","high","🔋voltage",1,NA,NA,1,NA
"10342","🔋voltage","fields",1,NA,NA,1,NA
"10343","central","reservation",1,NA,NA,1,NA
"10344","🚙car","door",1,NA,NA,1,NA
"10345","speculation","⁉️",1,NA,NA,1,NA
"10346","ower","hungry",1,NA,NA,1,NA
"10347","hungry","📡5g",1,NA,NA,1,NA
"10348","execution","facility",1,NA,NA,1,NA
"10349","facility","⁉️❓",1,NA,NA,1,NA
"10350","actual","word",1,NA,NA,1,NA
"10351","vast","web",1,NA,NA,1,NA
"10352","digital","sensors",1,NA,NA,1,NA
"10353","biggest","trials",1,NA,NA,1,NA
"10354","enormously","exciting",1,NA,NA,1,NA
"10355","incredible","thing",1,NA,NA,1,NA
"10356","other","Resetter",1,NA,NA,1,NA
"10357","Resetter","affiliation",1,NA,NA,1,NA
"10358","specific","person",1,NA,NA,1,NA
"10359","perfect","example",1,NA,NA,1,NA
"10360","universities","partner",1,NA,NA,1,NA
"10361","social","condition",1,NA,NA,1,NA
"10362","Anchor","institution",1,NA,NA,1,NA
"10363","institution","such",1,NA,NA,1,NA
"10364","4ir","program",1,NA,NA,1,NA
"10365","public","scrutiny",1,NA,NA,1,NA
"10366","special","opportunity",1,NA,NA,1,NA
"10367","opportunity","zone",1,NA,NA,1,NA
"10368","masculine","man",1,NA,NA,1,NA
"10369","great","thank",1,NA,NA,1,NA
"10370","true","warrior",1,NA,NA,1,NA
"10371","much","Longer.🙏👍🙏👍",1,NA,NA,1,NA
"10372","new","inland",1,NA,NA,1,NA
"10373","inland","rail",1,NA,NA,1,NA
"10374","rail","extension",1,NA,NA,1,NA
"10375","folk","coincidence",1,NA,NA,1,NA
"10376","https://www.skynews.com.au/australia-news/nsw-premier-dominic-perrottet-unveils-major-sixcity-plan-across-the-state-to-provide-more-economic-opportunities/news-story/d08363cd3f88f2702b51607103db363d","credit",1,NA,NA,1,NA
"10377","endless","internet",1,NA,NA,1,NA
"10378","internet","star",1,NA,NA,1,NA
"10379","technological","headquarters",1,NA,NA,1,NA
"10380","israeli","hightech",1,NA,NA,1,NA
"10381","phone","app",1,NA,NA,1,NA
"10382","other","goon",1,NA,NA,1,NA
"10383","goon","government",1,NA,NA,1,NA
"10384","big","government",1,NA,NA,1,NA
"10385","interesting","conversation",1,NA,NA,1,NA
"10386","important","info👇",1,NA,NA,1,NA
"10387","single","global",1,NA,NA,1,NA
"10388","global","order",1,NA,NA,1,NA
"10389","satan","worship",1,NA,NA,1,NA
"10390","trillionaire","cult",1,NA,NA,1,NA
"10391","human","hybrid",1,NA,NA,1,NA
"10392","clean","water",1,NA,NA,1,NA
"10393","sewage","water",1,NA,NA,1,NA
"10394","ddle","east",1,NA,NA,1,NA
"10395","great","breakdown",1,NA,NA,1,NA
"10396","underrated","tweet",1,NA,NA,1,NA
"10397","hollow","twin",1,NA,NA,1,NA
"10398","office","worker",1,NA,NA,1,NA
"10399","large","building",1,NA,NA,1,NA
"10400","bottom","floors",1,NA,NA,1,NA
"10401","few","office",1,NA,NA,1,NA
"10402","building","empty",1,NA,NA,1,NA
"10403","new","build",1,NA,NA,1,NA
"10404","meeting","room",1,NA,NA,1,NA
"10405","giant","window",1,NA,NA,1,NA
"10406","giant","room",1,NA,NA,1,NA
"10407","massive","building",1,NA,NA,1,NA
"10408","conformative","little",1,NA,NA,1,NA
"10409","little","sheep",1,NA,NA,1,NA
"10410","logical","reason",1,NA,NA,1,NA
"10411","other","shit",1,NA,NA,1,NA
"10412","agenda","fail",1,NA,NA,1,NA
"10413","more","informed",1,NA,NA,1,NA
"10414","informed","people",1,NA,NA,1,NA
"10415","narrow","DeSantis",1,NA,NA,1,NA
"10416","first","amendment",1,NA,NA,1,NA
"10417","flag","gun",1,NA,NA,1,NA
"10418","gun","law",1,NA,NA,1,NA
"10419","big","govt",1,NA,NA,1,NA
"10420","mean","necessary",1,NA,NA,1,NA
"10421","Vetinary","hospital",1,NA,NA,1,NA
"10422","hospital","curtesy",1,NA,NA,1,NA
"10423","civil","unrest",1,NA,NA,1,NA
"10424","fighting","age",1,NA,NA,1,NA
"10425","cheap","Labour",1,NA,NA,1,NA
"10426","digital","feudalism",1,NA,NA,1,NA
"10427","health","system",1,NA,NA,1,NA
"10428","typical","electric",1,NA,NA,1,NA
"10429","electric","Circuit",1,NA,NA,1,NA
"10430","leave","hemisphere",1,NA,NA,1,NA
"10431","more","secret",1,NA,NA,1,NA
"10432","final","sign",1,NA,NA,1,NA
"10433","Astrological","Ages",1,NA,NA,1,NA
"10434","22nd","chapter",1,NA,NA,1,NA
"10435","Astrological","sign",1,NA,NA,1,NA
"10436","obvious","mankind",1,NA,NA,1,NA
"10437","much","different",1,NA,NA,1,NA
"10438","different","path",1,NA,NA,1,NA
"10439","power","thing",1,NA,NA,1,NA
"10440","electric","motors",1,NA,NA,1,NA
"10441","combustion","motor",1,NA,NA,1,NA
"10442","great","change",1,NA,NA,1,NA
"10443","phone","use",1,NA,NA,1,NA
"10444","laptop","use",1,NA,NA,1,NA
"10445","negative","result",1,NA,NA,1,NA
"10446","important","thing",1,NA,NA,1,NA
"10447","tourist","destination",1,NA,NA,1,NA
"10448","driverless","truck",1,NA,NA,1,NA
"10449","tech","vehicle",1,NA,NA,1,NA
"10450","silent","war",1,NA,NA,1,NA
"10451","😵facial","recognition",1,NA,NA,1,NA
"10452","🫥facial","recognition",1,NA,NA,1,NA
"10453","worldwide","energy",1,NA,NA,1,NA
"10454","energy","demand",1,NA,NA,1,NA
"10455","social","engagement",1,NA,NA,1,NA
"10456","largest","wealth",1,NA,NA,1,NA
"10457","wealth","creation",1,NA,NA,1,NA
"10458","creation","opportunity",1,NA,NA,1,NA
"10459","billionaire","ilk",1,NA,NA,1,NA
"10460","largest","wave",1,NA,NA,1,NA
"10461","urban","growth",1,NA,NA,1,NA
"10462","global","architecture",1,NA,NA,1,NA
"10463","rebuild","project",1,NA,NA,1,NA
"10464","digitized","global",1,NA,NA,1,NA
"10465","ecological","destruction",1,NA,NA,1,NA
"10466","unprecedented","level",1,NA,NA,1,NA
"10467","planetary","boundary",1,NA,NA,1,NA
"10468","class","interest",1,NA,NA,1,NA
"10469","economic","order",1,NA,NA,1,NA
"10470","such","position",1,NA,NA,1,NA
"10471","means","necessary",1,NA,NA,1,NA
"10472","future","most",1,NA,NA,1,NA
"10473","elite","trillionaire",1,NA,NA,1,NA
"10474","city","enslavement",1,NA,NA,1,NA
"10475","enslavement","camp",1,NA,NA,1,NA
"10476","artist","unknown",1,NA,NA,1,NA
"10477","comment","section",1,NA,NA,1,NA
"10478","Pandemic","Prevention",1,NA,NA,1,NA
"10479","response","Treaty",1,NA,NA,1,NA
"10480","Global","Biosecurity",1,NA,NA,1,NA
"10481","Biosecurity","State",1,NA,NA,1,NA
"10482","moral","aspect",1,NA,NA,1,NA
"10483","contents","page",1,NA,NA,1,NA
"10484","purchase","option",1,NA,NA,1,NA
"10485","moment","healthcare",1,NA,NA,1,NA
"10486","very","transition",1,NA,NA,1,NA
"10487","solar","farms",1,NA,NA,1,NA
"10488","massive","emerge",1,NA,NA,1,NA
"10489","emerge","market",1,NA,NA,1,NA
"10490","global","capitalist",1,NA,NA,1,NA
"10491","capitalist","economic",1,NA,NA,1,NA
"10492","system","afloat",1,NA,NA,1,NA
"10493","region","plan",1,NA,NA,1,NA
"10494","show","it",1,NA,NA,1,NA
"10495","people","overpriced",1,NA,NA,1,NA
"10496","overpriced","gas",1,NA,NA,1,NA
"10497","old","fuel",1,NA,NA,1,NA
"10498","new","fuel",1,NA,NA,1,NA
"10499","whole","system",1,NA,NA,1,NA
"10500","vaccination","mark",1,NA,NA,1,NA
"10501","gold","important",1,NA,NA,1,NA
"10502","prevent","disasters",1,NA,NA,1,NA
"10503","world","people",1,NA,NA,1,NA
"10504","impending","danger",1,NA,NA,1,NA
"10505","last","resort",1,NA,NA,1,NA
"10506","biggest","lawsuit",1,NA,NA,1,NA
"10507","history","consiste",1,NA,NA,1,NA
"10508","legal","complaint",1,NA,NA,1,NA
"10509","major","world",1,NA,NA,1,NA
"10510","recognition","misuse",1,NA,NA,1,NA
"10511","chinese","genocide",1,NA,NA,1,NA
"10512","negligent","transfer",1,NA,NA,1,NA
"10513","metric","social",1,NA,NA,1,NA
"10514","media","manipulation",1,NA,NA,1,NA
"10515","people","emotion",1,NA,NA,1,NA
"10516","neural","network",1,NA,NA,1,NA
"10517","few","entity",1,NA,NA,1,NA
"10518","worlds","citizen",1,NA,NA,1,NA
"10519","immediate","change",1,NA,NA,1,NA
"10520","liberal","elites",1,NA,NA,1,NA
"10521","multiple","reason",1,NA,NA,1,NA
"10522","other","conservatives",1,NA,NA,1,NA
"10523","world","issue",1,NA,NA,1,NA
"10524","Cyrus","wish",1,NA,NA,1,NA
"10525","negative","path",1,NA,NA,1,NA
"10526","society","safer",1,NA,NA,1,NA
"10527","risk","Assessment",1,NA,NA,1,NA
"10528","asset","management",1,NA,NA,1,NA
"10529","emerge","threat",1,NA,NA,1,NA
"10530","hidden","research",1,NA,NA,1,NA
"10531","consultation","work",1,NA,NA,1,NA
"10532","layer","perspective",1,NA,NA,1,NA
"10533","western","influencer",1,NA,NA,1,NA
"10534","intelligence","asset",1,NA,NA,1,NA
"10535","great","insight",1,NA,NA,1,NA
"10536","western","inter",1,NA,NA,1,NA
"10537","inter","connectivity",1,NA,NA,1,NA
"10538","complex","concepts",1,NA,NA,1,NA
"10539","imperceptible","element",1,NA,NA,1,NA
"10540","extinction","code",1,NA,NA,1,NA
"10541","importance","difference",1,NA,NA,1,NA
"10542","city","https://www.smartcitiesworld.net/opinions/opinions/we-need-digital-identity-to-unlock-the-potential-of-smart-city",1,NA,NA,1,NA
"10543","sanction","automatique",1,NA,NA,1,NA
"10544","un","objectif",1,NA,NA,1,NA
"10545","objectif","crapuleux",1,NA,NA,1,NA
"10546","un","précédent",1,NA,NA,1,NA
"10547","précédent","billet",1,NA,NA,1,NA
"10548","en","place",1,NA,NA,1,NA
"10549","place","pour",1,NA,NA,1,NA
"10550","un","peu",1,NA,NA,1,NA
"10551","les","pauvre",1,NA,NA,1,NA
"10552","pauvre","hor",1,NA,NA,1,NA
"10553","avez","bien",1,NA,NA,1,NA
"10554","bien","lu",1,NA,NA,1,NA
"10555","à","Faibles",1,NA,NA,1,NA
"10556","Faibles","Émissions",1,NA,NA,1,NA
"10557","ce","qui",1,NA,NA,1,NA
"10558","qui","garantira",1,NA,NA,1,NA
"10559","ville","propre",1,NA,NA,1,NA
"10560","à","l’atmosphère",1,NA,NA,1,NA
"10561","l’atmosphère","respirable",1,NA,NA,1,NA
"10562","puisque","c’est",1,NA,NA,1,NA
"10563","affiché","trè",1,NA,NA,1,NA
"10564","trè","officiellement",1,NA,NA,1,NA
"10565","automatic","sanction",1,NA,NA,1,NA
"10566","villainous","goal",1,NA,NA,1,NA
"10567","bit","more",1,NA,NA,1,NA
"10568","clean","city",1,NA,NA,1,NA
"10569","breathable","atmosphere",1,NA,NA,1,NA
"10570","https://t.me/terminushumain","free",1,NA,NA,1,NA
"10571","interlinked","system",1,NA,NA,1,NA
"10572","chinese","province",1,NA,NA,1,NA
"10573","government","buyback",1,NA,NA,1,NA
"10574","flood","victim",1,NA,NA,1,NA
"10575","voluntary","buyback",1,NA,NA,1,NA
"10576","boost","safety",1,NA,NA,1,NA
"10577","flood","risk",1,NA,NA,1,NA
"10578","Nsw","government",1,NA,NA,1,NA
"10579","government","think",1,NA,NA,1,NA
"10580","piece","human",1,NA,NA,1,NA
"10581","last","precusor",1,NA,NA,1,NA
"10582","non-governmental","organisation",1,NA,NA,1,NA
"10583","better","represent",1,NA,NA,1,NA
"10584","represent","individual",1,NA,NA,1,NA
