"","topic","detected_language","NER_text","n"
"1804","fifteen_minutes","en","Propaganda",1
"1805","fifteen_minutes","en","RAZIONAMENTO ALIMENTARE",1
"1806","fifteen_minutes","en","Rape Gang Scandal",1
"1807","fifteen_minutes","en","Refer",1
"1808","fifteen_minutes","en","Richard Sharp",1
"1809","fifteen_minutes","en","Rien",1
"1810","fifteen_minutes","en","Rigs Paraguay Election",1
"1811","fifteen_minutes","en","Rita Maestre",1
"1812","fifteen_minutes","en","Riverside",1
"1813","fifteen_minutes","en","Rob Stewart Labour",1
"1814","fifteen_minutes","en","Rob Stokes",1
"1815","fifteen_minutes","en","Robert Mugabe",1
"1816","fifteen_minutes","en","Rockefellers",1
"1817","fifteen_minutes","en","Roger Arthur",1
"1818","fifteen_minutes","en","Romley Stewart",1
"1819","fifteen_minutes","en","Ron DeSoros",1
"1820","fifteen_minutes","en","Roxane Henry",1
"1821","fifteen_minutes","en","Rumb[le",1
"1822","fifteen_minutes","en","Rumble| Od](https://www.bitchute.com",1
"1823","fifteen_minutes","en","Sadiq Khan",1
"1824","fifteen_minutes","en","Sam",1
"1825","fifteen_minutes","en","Sasha Latypova",1
"1826","fifteen_minutes","en","Sean Stone",1
"1827","fifteen_minutes","en","Share \U0001f7e2\n\n",1
"1828","fifteen_minutes","en","Shazza",1
"1829","fifteen_minutes","en","Sheila Gunn Reid",1
"1830","fifteen_minutes","en","Simon @Goddek",1
"1831","fifteen_minutes","en","Simon Goddek",1
"1832","fifteen_minutes","en","Simon Marchner",1
"1833","fifteen_minutes","en","Sky",1
"1834","fifteen_minutes","en","Soros",1
"1835","fifteen_minutes","en","Spectre",1
"1836","fifteen_minutes","en","Steve",1
"1837","fifteen_minutes","en","Steve Beatty",1
"1838","fifteen_minutes","en","Stuart Waiton",1
"1839","fifteen_minutes","en","Sudiksha Kochi",1
"1840","fifteen_minutes","en","Sy Hersh Got Right",1
"1841","fifteen_minutes","en","T Brant",1
"1842","fifteen_minutes","en","TROVI",1
"1843","fifteen_minutes","en","Tad",1
"1844","fifteen_minutes","en","Tassie",1
"1845","fifteen_minutes","en","Todd Callender\nVideo",1
"1846","fifteen_minutes","en","Todd Callender\n\n",1
"1847","fifteen_minutes","en","Todd Callender\n\nFull Video",1
"1848","fifteen_minutes","en","Trafalgar Square",1
"1849","fifteen_minutes","en","Treason",1
"1850","fifteen_minutes","en","Trojan Horse",1
"1851","fifteen_minutes","en","Tutto",1
"1852","fifteen_minutes","en","Twitter",1
"1853","fifteen_minutes","en","VSwPMxXYgIjB/",1
"1854","fifteen_minutes","en","Vancouver",1
"1855","fifteen_minutes","en","Vandana Shiva",1
"1856","fifteen_minutes","en","Vanessa Beeley",1
"1857","fifteen_minutes","en","Vauxhall Walk",1
"1858","fifteen_minutes","en","Vax Passports",1
"1859","fifteen_minutes","en","Vernon Coleman",1
"1860","fifteen_minutes","en","Veronika Kyrylenko",1
"1861","fifteen_minutes","en","Vey La La Ley",1
"1862","fifteen_minutes","en","W. E. F.  ",1
"1863","fifteen_minutes","en","WW3",1
"1864","fifteen_minutes","en","Wifi",1
"1865","fifteen_minutes","en","Wissen\n@Impfauswahl",1
"1866","fifteen_minutes","en","Wollongong",1
"1867","fifteen_minutes","en","Xi",1
"1868","fifteen_minutes","en","Yair Lapid",1
"1869","fifteen_minutes","en","\U0001d64b\U0001d667\U0001d65e\U0001d668\U0001d664\U0001d663 \U0001d63e\U0001d65a\U0001d661\U0001d661",1
"1870","fifteen_minutes","en","\U0001f1e8\U0001f1f3",1
"1871","fifteen_minutes","en","\U0001f1ee",1
"1872","fifteen_minutes","en","\U0001f1f3",1
"1873","fifteen_minutes","en","\U0001f1f7 Dr",1
"1874","fifteen_minutes","en","\U0001f413 Watch:",1
"1875","fifteen_minutes","en","\U0001f441                                                                                                                                                                                         ",1
"1876","fifteen_minutes","en","\U0001f4a9",1
"1877","fifteen_minutes","en","\U0001f4f8 Photos",1
"1878","fifteen_minutes","en","\U0001f52b",1
"1879","fifteen_minutes","en","\U0001f5dd BetterWayConference.org",1
"1880","fifteen_minutes","en","\U0001f609",1
"1881","fifteen_minutes","en","\ufe0f Watch - Megacities",1
"1882","fifteen_minutes","en","\ufe0fDISTOPIA PERFETTA",1
"1883","fifteen_minutes","en","\ufe0fdigital",1
"1884","fifteen_minutes","en","\ufe0fflashes",1
"1885","fifteen_minutes","en","aarde leven",1
"1886","fifteen_minutes","en","agenda2045",1
"1887","fifteen_minutes","en","cess\xe9 de",1
"1888","fifteen_minutes","en","dan ga je",1
"1889","fifteen_minutes","en","darauf",1
"1890","fifteen_minutes","en","de Alemania",1
"1891","fifteen_minutes","en","despu\xe9s de las",1
"1892","fifteen_minutes","en","electri",1
"1893","fifteen_minutes","en","https://dq271.isrefer.com/go/ENHANCE/AUL651/ Share Find",1
"1894","fifteen_minutes","en","https://link.theepochtimes.com/mkt_app/15-minute-cities-are-complete-impoverishment-and-enslavement-of-all-the-people_5231593.html",1
"1895","fifteen_minutes","en","https://rumble.com/v2846wx-the-citizens-of-colchester-interrupt-a-council-meeting-to-protest-about-the.html\nJoin",1
"1896","fifteen_minutes","en","https://rumble.com/v2a31o0-this-is-what-chinas-15-minute-cities-looks-like.html",1
"1897","fifteen_minutes","en","https://rumble.com/v2b7hb2-cleveland-ohio-to-become-the-first-15-minute-city-in-the-united-states.html",1
"1898","fifteen_minutes","en","https://rumble.com/v2ceyx4-in-chinas-15-minute-cities-you-need-a-face-scan-as-permission-to-go-back-to.html\nFollow",1
"1899","fifteen_minutes","en","https://rumble.com/v2cttsk-15-minute-cities-in-wuhan-all-supervised-by-the-5g-cameras.html",1
"1900","fifteen_minutes","en","https://rumble.com/v2mp0nu-students-against-tyranny-no-to-15-minute-cities-demo-in-swansea..html",1
"1901","fifteen_minutes","en","https://ugetube.com/watch/the-great-reset-039-s-15-minute-city_Z3sReCAaBE59TkD.html",1
"1902","fifteen_minutes","en","https://www.ntd.com/5-arrested-after-large-scale-protest-against-15-minute-cities-in-oxford-england_902671.html",1
"1903","fifteen_minutes","en","https://www.nytimes.com/2023/03/01/world/europe/15-minute-city-conspiracy.html",1
"1904","fifteen_minutes","en","https://www.sott.net/article/474997-Coming-soon-Climate-lockdowns-and-the-15-minute-city-courtesy-of-the-WEF",1
"1905","fifteen_minutes","en","https://www.spiked-online.com/2022/10/25/the-madness-of-the-15-minute-city/",1
"1906","fifteen_minutes","en","https://www.theepochtimes.com/15-minute-cities-are-complete-impoverishment-and-enslavement-of-all-the-people_5231593.html",1
"1907","fifteen_minutes","en","https://www.youtube.com/watch?v=XgXC5hONIH0",1
"1908","fifteen_minutes","en","knight regalia",1
"1909","fifteen_minutes","en","la llamada sequ\xeda",1
"1910","fifteen_minutes","en","m\xe1s peligrosa de las agendas",1
"1911","fifteen_minutes","en","nyi[ng Blood](https://www.bitchute.com/video/11mzmsigNH3g/",1
"1912","fifteen_minutes","en","onder de zwaarste",1
"1913","fifteen_minutes","en","r.\n",1
"1914","fifteen_minutes","en","se han replanteado",1
"1915","fifteen_minutes","en","the Max Igan",1
"1916","fifteen_minutes","nl","/horeca-NSB  wisten je vaccinatiestatus wel",1
"1917","fifteen_minutes","nl","15-minute City",1
"1918","fifteen_minutes","nl","?\n\n",1
"1919","fifteen_minutes","nl","AL",1
"1920","fifteen_minutes","nl","Agenda",1
"1921","fifteen_minutes","nl","Alexander Gusev",1
"1922","fifteen_minutes","nl","Anderson aan,",1
"1923","fifteen_minutes","nl","Anderson\n\n",1
"1924","fifteen_minutes","nl","Bigger Brother",1
"1925","fifteen_minutes","nl","Bokito",1
"1926","fifteen_minutes","nl","C.",1
"1927","fifteen_minutes","nl","C40 Cities",1
"1928","fifteen_minutes","nl","CO2 uitstoot",1
"1929","fifteen_minutes","nl","Corrupte",1
"1930","fifteen_minutes","nl","Credit \n\n",1
"1931","fifteen_minutes","nl","Dan ga je",1
"1932","fifteen_minutes","nl","Davos",1
"1933","fifteen_minutes","nl","Draq Queens",1
"1934","fifteen_minutes","nl","Dusss..",1
"1935","fifteen_minutes","nl","Eric Honecker",1
"1936","fifteen_minutes","nl","Geloof",1
"1937","fifteen_minutes","nl","Glastonbury",1
"1938","fifteen_minutes","nl","Glastonbury City",1
"1939","fifteen_minutes","nl","Humanity",1
"1940","fifteen_minutes","nl","Hurricane Ian",1
"1941","fifteen_minutes","nl","Jan van Gils!",1
"1942","fifteen_minutes","nl","Jason",1
"1943","fifteen_minutes","nl","Jullie",1
"1944","fifteen_minutes","nl","Kijk",1
"1945","fifteen_minutes","nl","Klausje Swab",1
"1946","fifteen_minutes","nl","Kweet",1
"1947","fifteen_minutes","nl","Larry Fink",1
"1948","fifteen_minutes","nl","Minute Neighborhoods",1
"1949","fifteen_minutes","nl","Niemand",1
"1950","fifteen_minutes","nl","Nord Stream2",1
"1951","fifteen_minutes","nl","Oxfordshire",1
"1952","fifteen_minutes","nl","Palestina",1
"1953","fifteen_minutes","nl","Parijs\U0001f448",1
"1954","fifteen_minutes","nl","Putin",1
"1955","fifteen_minutes","nl","Rothschild",1
"1956","fifteen_minutes","nl","Rothschild Schwab",1
"1957","fifteen_minutes","nl","Rotterdam",1
"1958","fifteen_minutes","nl","Sbs6",1
"1959","fifteen_minutes","nl","Sie",1
"1960","fifteen_minutes","nl","Smart Cities",1
"1961","fifteen_minutes","nl","Snel MEDEMENS",1
"1962","fifteen_minutes","nl","Twister",1
"1963","fifteen_minutes","nl","U",1
"1964","fifteen_minutes","nl","Van Van der Wal vrijdag",1
"1965","fifteen_minutes","nl","Vertel",1
"1966","fifteen_minutes","nl","Waterstof",1
"1967","fifteen_minutes","nl","Yohoo",1
"1968","fifteen_minutes","nl","\U0001f1f9 Rome",1
"1969","fifteen_minutes","nl","\U0001f4a5 Gedeeld",1
"1970","fifteen_minutes","nl","\U0001f4af%",1
"1971","fifteen_minutes","nl","\U0001f603",1
"1972","fifteen_minutes","nl","ben benieuwd",1
"1973","fifteen_minutes","nl","carbon footprint",1
"1974","fifteen_minutes","nl","city\u2019",1
"1975","fifteen_minutes","nl","city\u2019s",1
"1976","fifteen_minutes","nl","endless Boosters",1
"1977","fifteen_minutes","nl","extra\u2019",1
"1978","fifteen_minutes","nl","gepushed\n\n",1
"1979","fifteen_minutes","nl","in.de",1
"1980","fifteen_minutes","nl","news\u2026",1
"1981","fifteen_minutes","nl","schone wereld",1
"1982","fifteen_minutes","nl","steden\u2026",1
"1983","fifteen_minutes","nl","vervielen\n\n",1
"1984","fifteen_minutes","nl","zwaaien slava",1
"1985","insect","en","@PeoplePowerAus",1
"1986","insect","en","ANR Founder",1
"1987","insect","en","Abdul Rashid Dustum",1
"1988","insect","en","Abdul-Rashid Dostum",1
"1989","insect","en","Aberystwyth",1
"1990","insect","en","Achillea",1
"1991","insect","en","Adaline Welk",1
"1992","insect","en","Agenda Escalates",1
"1993","insect","en","Agenda ab",1
"1994","insect","en","Agroscope",1
"1995","insect","en","Alan Watts",1
"1996","insect","en","Albert Einstein",1
"1997","insect","en","Albumin",1
"1998","insect","en","Alex Krainer",1
"1999","insect","en","Alex L.\nCreated",1
"2000","insect","en","Allan Stein",1
"2001","insect","en","Amy\u2019s Kitchen",1
"2002","insect","en","Angelica Jolie",1
"2003","insect","en","Anthony #Fauci",1
"2004","insect","en","Apocalypse Lawn",1
"2005","insect","en","Ariyana Love",1
"2006","insect","en","Armin Papperger",1
"2007","insect","en","Arnica montana",1
"2008","insect","en","Ashby de la Zouch",1
"2009","insect","en","Aussie Schools",1
"2010","insect","en","Aussie_News \U0001f609",1
"2011","insect","en","Austin Fitts",1
"2012","insect","en","B. Huchsprung",1
"2013","insect","en","BORAGE - Borage",1
"2014","insect","en","BORIS JOHNSON",1
"2015","insect","en","B\xf6sewichte",1
"2016","insect","en","Bald",1
"2017","insect","en","Bankrott",1
"2018","insect","en","Barbara Love",1
"2019","insect","en","Barry",1
"2020","insect","en","Barry Paskin-Be Ready Time",1
"2021","insect","en","Basil",1
"2022","insect","en","Basil Fusilli - Noodles - Buffalo",1
"2023","insect","en","Be Happy",1
"2024","insect","en","Beacon",1
"2025","insect","en","Bean",1
"2026","insect","en","Benko",1
"2027","insect","en","Berberis Vulg",1
"2028","insect","en","Bergstrom Bayer Karolinska",1
"2029","insect","en","Betty Crocker",1
"2030","insect","en","Bezos",1
"2031","insect","en","Big Farma",1
"2032","insect","en","Billionaire Elites",1
"2033","insect","en","Billy Gates",1
"2034","insect","en","Biological",1
"2035","insect","en","Birmingham - Grove Lane Park",1
"2036","insect","en","Birmingham - Selly Park Recreation Ground",1
"2037","insect","en","Birmingham - Small Heath Park",1
"2038","insect","en","Birmingham - Sutton Park",1
"2039","insect","en","Birmingham - Victoria Park",1
"2040","insect","en","Birmingham - Wythall Park",1
"2041","insect","en","Bisquick",1
"2042","insect","en","Bizarre",1
"2043","insect","en","Black List",1
"2044","insect","en","Bon",1
"2045","insect","en","Booster",1
"2046","insect","en","Brampton",1
"2047","insect","en","Brett",1
"2048","insect","en","Brown",1
"2049","insect","en","Bug Eating https://www.infowars.com/posts/watch-msnbc-says-its-a-lizard-people-conspiracy-theory-that-wef-is-promoting-vaccines-and-bug-eating/",1
"2050","insect","en","Bugs",1
"2051","insect","en","Bugvita",1
"2052","insect","en","Bush",1
"2053","insect","en","Butterfly",1
"2054","insect","en","Buxton",1
"2055","insect","en","C.\n\n    Codfish",1
"2056","insect","en","COVID",1
"2057","insect","en","CV",1
"2058","insect","en","Calcaria Carb",1
"2059","insect","en","Calcium",1
"2060","insect","en","Calendula",1
"2061","insect","en","Canberra Convoy",1
"2062","insect","en","Candlewick",1
"2063","insect","en","Caper Bush",1
"2064","insect","en","Capparis",1
"2065","insect","en","Capsicum",1
"2066","insect","en","Car Wash Air Wick Barefoot Wine Cricket Wireless",1
"2067","insect","en","Carbo",1
"2068","insect","en","Carbon Footprint",1
"2069","insect","en","Carbon Pawprint",1
"2070","insect","en","Carissa Wong",1
"2071","insect","en","Castro",1
"2072","insect","en","Chamomilla",1
"2073","insect","en","Charles Murray",1
"2074","insect","en","Charlie",1
"2075","insect","en","Charlie Arnott",1
"2076","insect","en","Chicken",1
"2077","insect","en","Choeradodis rhombicollis",1
"2078","insect","en","Christopher Columbus",1
"2079","insect","en","Chupa Chups - Big Babol Tutti",1
"2080","insect","en","Chupa Chups - Crazy",1
"2081","insect","en","Cindy Russell",1
"2082","insect","en","Circle Harvest",1
"2083","insect","en","Cleethorpes",1
"2084","insect","en","Cleopatra",1
"2085","insect","en","Cloths Pegs",1
"2086","insect","en","Coats",1
"2087","insect","en","Cochineal",1
"2088","insect","en","Common Caper",1
"2089","insect","en","Common Nettle",1
"2090","insect","en","Convoys Au\n",1
"2091","insect","en","Core",1
"2092","insect","en","Corey Lynn",1
"2093","insect","en","Covid 19",1
"2094","insect","en","Covid Vaccine",1
"2095","insect","en","Covid Vaccine Data",1
"2096","insect","en","CuC",1
"2097","insect","en","Cucumber",1
"2098","insect","en","DENNIS MURPHY",1
"2099","insect","en","Dan Olsen",1
"2100","insect","en","Dana Perls",1
"2101","insect","en","Dark Matter - Jason Martell - Lost Cycle",1
"2102","insect","en","Daughter",1
"2103","insect","en","Dave Goodbread",1
"2104","insect","en","David",1
"2105","insect","en","David Icke\n\n",1
"2106","insect","en","David en Renate Sorensen",1
"2107","insect","en","Delhi Sands Flower-Loving Fly",1
"2108","insect","en","Deodorizer",1
"2109","insect","en","Der",1
"2110","insect","en","Der W\xe4hrungskampf",1
"2111","insect","en","Derbyshire - Belper River Gardens",1
"2112","insect","en","Derbyshire - Chaddesden Park",1
"2113","insect","en","Derbyshire - Dragon Pub",1
"2114","insect","en","Derbyshire - Eureka Park",1
"2115","insect","en","Derbyshire - Grassmoor Country Park",1
"2116","insect","en","Derbyshire - Pavillion Gardens",1
"2117","insect","en","Deroplatyidae",1
"2118","insect","en","Devra Davis",1
"2119","insect","en","Diane Vukovic",1
"2120","insect","en","Die Leute",1
"2121","insect","en","Die Menschen",1
"2122","insect","en","Digestive Aid",1
"2123","insect","en","Distractions",1
"2124","insect","en","Donation Link",1
"2125","insect","en","Dorothea",1
"2126","insect","en","Downey",1
"2127","insect","en","Drea",1
"2128","insect","en","Dugway Proving Ground",1
"2129","insect","en","E. Coli",1
"2130","insect","en","EXC",1
"2131","insect","en","Edward Snowden - BLACKMAIL Documents",1
"2132","insect","en","Elizabeth",1
"2133","insect","en","Ellen DeGeneres",1
"2134","insect","en","Ellis Don",1
"2135","insect","en","Elon Musk",1
"2136","insect","en","Enth\xfcllung",1
"2137","insect","en","Entomo Farms",1
"2138","insect","en","Ergebnis",1
"2139","insect","en","Eric",1
"2140","insect","en","Eric Adams",1
"2141","insect","en","Erz\xe4hlung verloren",1
"2142","insect","en","Eva Vlaar",1
"2143","insect","en","Ewww",1
"2144","insect","en","FENNEL- Repels",1
"2145","insect","en","Facebook Refuse",1
"2146","insect","en","Facts Matter\n\n",1
"2147","insect","en","Faudci",1
"2148","insect","en","Feline Herpes",1
"2149","insect","en","Field McConnell",1
"2150","insect","en","Figs",1
"2151","insect","en","Flags",1
"2152","insect","en","Formica",1
"2153","insect","en","Francesca Havens",1
"2154","insect","en","Frank Olson",1
"2155","insect","en","Frederico Garc\xeda Lorca",1
"2156","insect","en","G. Taylor Wilson",1
"2157","insect","en","G.B. Reed",1
"2158","insect","en","Gab Shop",1
"2159","insect","en","Galeria Kaufhof",1
"2160","insect","en","Garlic",1
"2161","insect","en","Geiger",1
"2162","insect","en","George Floyd",1
"2163","insect","en","George H.W. Bush",1
"2164","insect","en","George Soros",1
"2165","insect","en","Glo*K The",1
"2166","insect","en","Glybera",1
"2167","insect","en","Gmail",1
"2168","insect","en","Goldfinch",1
"2169","insect","en","Good Ole  Roger Wicker",1
"2170","insect","en","Good Time",1
"2171","insect","en","Great Malvern",1
"2172","insect","en","Greenlights First",1
"2173","insect","en","Gregg Phillips",1
"2174","insect","en","Greta",1
"2175","insect","en","Grey Frandsen",1
"2176","insect","en","Grimsby",1
"2177","insect","en","Gurdjieff",1
"2178","insect","en","H. Geiger GmbH",1
"2179","insect","en","HAROLD H. SHEPARD  \n",1
"2180","insect","en","Hai",1
"2181","insect","en","Harborne",1
"2182","insect","en","Harold Abramson",1
"2183","insect","en","Heidi \u2728\U0001f942\n\nTruth Social",1
"2184","insect","en","Heimchen",1
"2185","insect","en","Hepar sulphur",1
"2186","insect","en","Herbert Geiger",1
"2187","insect","en","Herefordshire - Aylestone Park",1
"2188","insect","en","Herefordshire - Leadon Valley Picnic Site",1
"2189","insect","en","Hidden Agendas",1
"2190","insect","en","Hormel",1
"2191","insect","en","Horst Seehofer",1
"2192","insect","en","Howdy",1
"2193","insect","en","Human Events",1
"2194","insect","en","Human Trafficking Survivors",1
"2195","insect","en","Humphrey von Rebel News",1
"2196","insect","en","Ibrahim Reyes",1
"2197","insect","en","Il nemico",1
"2198","insect","en","Immune Responses",1
"2199","insect","en","Influenza",1
"2200","insect","en","Informed Consent",1
"2201","insect","en","Insect Repellent",1
"2202","insect","en","Ireland",1
"2203","insect","en","Ismail Rahu",1
"2204","insect","en","Italians Refuse",1
"2205","insect","en","JFK Sr",1
"2206","insect","en","Jack Maxey",1
"2207","insect","en","Jain",1
"2208","insect","en","James Bond-",1
"2209","insect","en","James Franco",1
"2210","insect","en","Jennifer Lawrence",1
"2211","insect","en","Jiminy",1
"2212","insect","en","John Brennan",1
"2213","insect","en","John Schwab",1
"2214","insect","en","JohnKerry",1
"2215","insect","en","Join TELEGRAM Channel",1
"2216","insect","en","Joins",1
"2217","insect","en","Jonathan D. Grunberg",1
"2218","insect","en","Jpin",1
"2219","insect","en","Julianne Gee",1
"2220","insect","en","Juvin MEP",1
"2221","insect","en","KIaus Schwab",1
"2222","insect","en","K\xe4fer",1
"2223","insect","en","K\xfcfa",1
"2224","insect","en","Kafka",1
"2225","insect","en","Kali Carb",1
"2226","insect","en","Kalmia",1
"2227","insect","en","Kanada",1
"2228","insect","en","Kendi Headline Pfizer-Funded",1
"2229","insect","en","Kenilworth Rd",1
"2230","insect","en","Kerry Cassidy",1
"2231","insect","en","Keys",1
"2232","insect","en","Kijk",1
"2233","insect","en","Kill Bed Bugs\nDE",1
"2234","insect","en","Kirchen",1
"2235","insect","en","Know",1
"2236","insect","en","Komitees",1
"2237","insect","en","Konga",1
"2238","insect","en","Konzerne",1
"2239","insect","en","Kool-Aid",1
"2240","insect","en","Krankenh\xe4user",1
"2241","insect","en","Kricket",1
"2242","insect","en","Larinioides sclopetarius)Shutterstock/",1
"2243","insect","en","Larva Fat",1
"2244","insect","en","Laura Logan",1
"2245","insect","en","Lee Harvey Oswald",1
"2246","insect","en","Leicestershire - Bouskell Park",1
"2247","insect","en","Leute K\xe4fer essen",1
"2248","insect","en","Lichenostomus",1
"2249","insect","en","Lichfield",1
"2250","insect","en","Life3 Biotech",1
"2251","insect","en","Lin",1
"2252","insect","en","Lincolnshire - Ayscoughfee Hall Garden Park",1
"2253","insect","en","Lincolnshire - Boston",1
"2254","insect","en","Lincolnshire - Cleethorpes Boating Lake",1
"2255","insect","en","Lincolnshire - Lea Park",1
"2256","insect","en","Lincolnshire - Weelsby Woods",1
"2257","insect","en","Lisa Sanchez",1
"2258","insect","en","Lol",1
"2259","insect","en","Long Eaton",1
"2260","insect","en","Lucy",1
"2261","insect","en","Lung",1
"2262","insect","en","MEP",1
"2263","insect","en","MEP Mislav Kolaku\u0161i\u0107",1
"2264","insect","en","MK ultra",1
"2265","insect","en","MSM",1
"2266","insect","en","Maby",1
"2267","insect","en","Marc Cohen",1
"2268","insect","en","Mardi Gras",1
"2269","insect","en","Maritime Admiralty",1
"2270","insect","en","Marivic Villa",1
"2271","insect","en","Mark Anthony",1
"2272","insect","en","Markus S\xf6der",1
"2273","insect","en","Martha",1
"2274","insect","en","Martin Black",1
"2275","insect","en","Martin Sharples",1
"2276","insect","en","Mastro Geppetto",1
"2277","insect","en","Mattie McGrath",1
"2278","insect","en","McGrath",1
"2279","insect","en","Melton Mowbray",1
"2280","insect","en","Menschen vom Essen",1
"2281","insect","en","Merry Christmas",1
"2282","insect","en","Michael Franzese",1
"2283","insect","en","Michael Le Page",1
"2284","insect","en","Michiel Muller",1
"2285","insect","en","Micronutris",1
"2286","insect","en","Miguel Hern\xe1ndez",1
"2287","insect","en","Mike Cox",1
"2288","insect","en","Mike Lindell",1
"2289","insect","en","Mike Yeadon +",1
"2290","insect","en","Millimeter",1
"2291","insect","en","Mississippi",1
"2292","insect","en","Mist",1
"2293","insect","en","Moderna",1
"2294","insect","en","Monroe",1
"2295","insect","en","Moon",1
"2296","insect","en","Morgan",1
"2297","insect","en","Moronic",1
"2298","insect","en","Moser Roth - Chilli",1
"2299","insect","en","Moser Roth - honey",1
"2300","insect","en","Mosquito",1
"2301","insect","en","Ms",1
"2302","insect","en","Mulch",1
"2303","insect","en","Multidimensional Being",1
"2304","insect","en","Musk",1
"2305","insect","en","Mycorrhizal",1
"2306","insect","en","NEIL",1
"2307","insect","en","NEVER",1
"2308","insect","en","Nachrichtenmedien",1
"2309","insect","en","Nachrichtenmedien wissen",1
"2310","insect","en","Nancy Pelosi",1
"2311","insect","en","Nano AI",1
"2312","insect","en","Nasturtiums",1
"2313","insect","en","Natalie Winters Reacts",1
"2314","insect","en","Newspaper Corriere",1
"2315","insect","en","Nich Dixon",1
"2316","insect","en","Nichts kann",1
"2317","insect","en","Nicola Tesla",1
"2318","insect","en","Nicole J. Wade",1
"2319","insect","en","Northamptonshire -",1
"2320","insect","en","Northamptonshire - Daneholme Park",1
"2321","insect","en","Northamptonshire - Warth Park Country Park",1
"2322","insect","en","Nux Vomica",1
"2323","insect","en","OBVIOUS",1
"2324","insect","en","Obama Propaganda Flunky",1
"2325","insect","en","Oetker",1
"2326","insect","en","Oligarchs",1
"2327","insect","en","Organically",1
"2328","insect","en","PDF/?uri",1
"2329","insect","en","Painted Daisy",1
"2330","insect","en","Papperger",1
"2331","insect","en","Pastor Guthrie",1
"2332","insect","en","Path",1
"2333","insect","en","Patrick Holford",1
"2334","insect","en","Patriot Successes",1
"2335","insect","en","Paul Joseph Watson",1
"2336","insect","en","Pedowood",1
"2337","insect","en","Pink Eye",1
"2338","insect","en","Ponsonby",1
"2339","insect","en","Pope",1
"2340","insect","en","Prince Charles",1
"2341","insect","en","Proceedings",1
"2342","insect","en","Propaganda",1
"2343","insect","en","Ps Remember",1
"2344","insect","en","Pulsatilla",1
"2345","insect","en","QUINTA COLUMNA",1
"2346","insect","en","Qld Channel",1
"2347","insect","en","Quinta Columna",1
"2348","insect","en","RITARDATI DOVREBBERO PAGARE",1
"2349","insect","en","ROVINATO DAI",1
"2350","insect","en","Ra",1
"2351","insect","en","Rainwater",1
"2352","insect","en","Recommends Jabs",1
"2353","insect","en","Regine Heilbronn",1
"2354","insect","en","Ren\xe9 Benko",1
"2355","insect","en","Respiratory Issues",1
"2356","insect","en","Rewe",1
"2357","insect","en","Rhinohorn",1
"2358","insect","en","Ricardo Delgado",1
"2359","insect","en","Ricardo Delgado de la",1
"2360","insect","en","Richard Vobes",1
"2361","insect","en","Ricky Lin",1
"2362","insect","en","Robert Bly",1
"2363","insect","en","Robert Downey",1
"2364","insect","en","Robert Downey Jnr",1
"2365","insect","en","Robert Downey Jr\nPromoting Insect Base Eating  \n\n",1
"2366","insect","en","Robert Duncan Ph.D.",1
"2367","insect","en","Robert Kotin",1
"2368","insect","en","Robert Lashbrook",1
"2369","insect","en","Robin Monotti",1
"2370","insect","en","Roman",1
"2371","insect","en","Rommel",1
"2372","insect","en","Ruddington",1
"2373","insect","en","Rudy Guiliani",1
"2374","insect","en","Rumbles Cafe",1
"2375","insect","en","S\xfcddeutscher Zeitung",1
"2376","insect","en","Sally Hansen",1
"2377","insect","en","Sarah Myhill",1
"2378","insect","en","Satanism/ Baphomet",1
"2379","insect","en","Schwabbie",1
"2380","insect","en","Schweb",1
"2381","insect","en","Scott Tips",1
"2382","insect","en","Sears Secret",1
"2383","insect","en","Sedkov et al.",1
"2384","insect","en","Sen John McCain",1
"2385","insect","en","Sera",1
"2386","insect","en","Shane Warne\u2019s",1
"2387","insect","en","Sharpest Tuna",1
"2388","insect","en","Shawn Baker",1
"2389","insect","en","Shir\u014d Ishii",1
"2390","insect","en","Sidney Gottlieb",1
"2391","insect","en","Sie m\xfcssen",1
"2392","insect","en","Snack",1
"2393","insect","en","Sobe",1
"2394","insect","en","Soros Schwartz",1
"2395","insect","en","Spie\xdf",1
"2396","insect","en","Squash",1
"2397","insect","en","Stella Kyriakides",1
"2398","insect","en","Stephanie Seneff",1
"2399","insect","en","Steve Rother",1
"2400","insect","en","Stevens Park",1
"2401","insect","en","Strawberry - Lollipop - E120",1
"2402","insect","en","Struan Rogers",1
"2403","insect","en","Sudden",1
"2404","insect","en","Sudden Myocarditis",1
"2405","insect","en","Sutton Coldfield",1
"2406","insect","en","Swine Flu",1
"2407","insect","en","Syd Fizzard",1
"2408","insect","en","Sydney Fizzard",1
"2409","insect","en","T[he Hill)](https://thehill.com",1
"2410","insect","en","Teachtai D\xe1la",1
"2411","insect","en","Teil",1
"2412","insect","en","Telegram Groups",1
"2413","insect","en","Tenebrio Molitor",1
"2414","insect","en","Tim Tams",1
"2415","insect","en","Tod",1
"2416","insect","en","Todd Bensman",1
"2417","insect","en","Tony Hawk",1
"2418","insect","en","Torah",1
"2419","insect","en","Tracfone Tresemme",1
"2420","insect","en","Tribes",1
"2421","insect","en","Twitter",1
"2422","insect","en","Tx",1
"2423","insect","en","Uncle Ben\u2019s",1
"2424","insect","en","Unser Wasser",1
"2425","insect","en","Urbin Pipeline",1
"2426","insect","en","Vaccine Death",1
"2427","insect","en","Vampire Bat",1
